,Excitatory,Microglia,OD,Inhibitory,Endothelial,Astrocyte
1311.1452947_-249.83643,0.45698735,0.18465844,0.2674052,0.003672881,0.07983241,0.00744375
1311.1452947_-349.83643,0.6969535,0.014622913,0.25298122,0.008220237,0.011534705,0.015687492
1311.1452947_-449.83643,0.5859412,0.003377869,0.271502,0.009806241,0.112222455,0.017150238
1311.1452947_-49.83643,0.6770887,0.032127265,0.22950499,0.025790548,0.011878273,0.023610312
1311.1452947_-549.83643,0.48133907,0.05068484,0.39977795,0.007245518,0.045166604,0.015785927
1311.1452947_150.16357,0.5159674,0.09045615,0.2550364,0.10948243,0.0129636,0.016093934
1311.1452947_250.16357,0.5796943,0.027297206,0.25578868,0.014687422,0.08198225,0.040550146
1311.1452947_350.16357,0.32554114,0.06649493,0.507934,0.003778535,0.07925386,0.016997537
1311.1452947_450.16357,0.5208512,0.119360484,0.22861819,0.00491559,0.11171144,0.014543088
1311.1452947_50.16357,0.60180813,0.1067701,0.25551394,0.002199884,0.008036157,0.025671843
1311.1452947_550.16357,0.548502,0.09023822,0.30446795,0.011963792,0.011336861,0.033491153
1311.1452947_650.16357,0.6353188,0.040866308,0.109245814,0.008082096,0.030513184,0.17597371
1311.1452947_750.16357,0.44743726,0.18792889,0.19898076,0.06628382,0.055478636,0.043890562
1311.1452947_850.16357,0.22157446,0.025822746,0.6711875,0.003675641,0.06161284,0.016126767
1311.1452947_950.16357,0.14490685,0.003460517,0.79244894,0.016550837,0.032508,0.010124833
1411.1452947_-149.83643,0.44088215,0.15373114,0.2181075,0.008058778,0.17549668,0.003723737
1411.1452947_-249.83643,0.4006919,0.06279484,0.10989705,0.002121667,0.10610418,0.31839043
1411.1452947_-349.83643,0.6402562,0.042852584,0.2510671,0.005441287,0.034125444,0.026257401
1411.1452947_-449.83643,0.6684252,0.006373646,0.14105095,0.009979482,0.16710368,0.00706703
1411.1452947_-49.83643,0.3424418,0.086873986,0.43534544,0.007777074,0.09278903,0.034772675
1411.1452947_-549.83643,0.53623444,0.04272623,0.3862931,0.008381316,0.017549746,0.008815113
1411.1452947_150.16357,0.4480863,0.1278524,0.25734687,0.011879132,0.11669096,0.0381444
1411.1452947_250.16357,0.6352541,0.010095296,0.31080207,0.024766494,0.009600305,0.009481754
1411.1452947_350.16357,0.25057182,0.11167776,0.5531875,0.003748285,0.0769084,0.003906246
1411.1452947_450.16357,0.37841251,0.03625534,0.41292417,0.004470309,0.14704219,0.020895477
1411.1452947_50.16357,0.52151835,0.18382941,0.2624716,0.002969445,0.013432752,0.015778448
1411.1452947_550.16357,0.5741098,0.020185879,0.2932344,0.0519534,0.018590454,0.04192605
1411.1452947_650.16357,0.26947677,0.16914244,0.13000308,0.007709369,0.4117831,0.011885294
1411.1452947_750.16357,0.35870996,0.19143693,0.22666493,0.005496818,0.15946764,0.058223736
1411.1452947_850.16357,0.5958856,0.027485037,0.2569719,0.008367842,0.012975764,0.09831386
1411.1452947_950.16357,0.23114741,0.01755425,0.5797147,4.53E-05,0.042736303,0.12880194
1511.1452947_-149.83643,0.4645661,0.002998363,0.4248782,0.005239978,0.009710253,0.09260704
1511.1452947_-249.83643,0.74512416,0.029442651,0.1948521,0.00254778,0.0252442,0.002789107
1511.1452947_-349.83643,0.66503096,0.13640428,0.17414677,0.00244901,0.014858969,0.007109927
1511.1452947_-449.83643,0.5055714,0.08921461,0.3764831,0.003270203,0.004971023,0.020489633
1511.1452947_-49.83643,0.4928511,0.013635187,0.18419407,0.004035074,0.29598305,0.009301482
1511.1452947_-549.83643,0.54875654,0.018404959,0.18893002,0.002626728,0.21005352,0.031228181
1511.1452947_150.16357,0.36591005,0.10559702,0.28747675,0.00586684,0.07028837,0.16486098
1511.1452947_250.16357,0.29808572,0.037911493,0.586674,0.004719327,0.023511557,0.04909794
1511.1452947_350.16357,0.5086061,0.034255598,0.27985787,0.004122485,0.029306103,0.14385182
1511.1452947_450.16357,0.25683895,0.11591748,0.53531706,0.04407544,0.013503353,0.034347698
1511.1452947_50.16357,0.26359537,0.06323909,0.44211304,0.005803834,0.21130736,0.013941338
1511.1452947_550.16357,0.51402426,0.027116703,0.13604379,0.007022415,0.2979599,0.017832994
1511.1452947_650.16357,0.29982322,0.11438969,0.25055307,0.014755439,0.29933465,0.021143932
1511.1452947_750.16357,0.28518045,0.03722932,0.18055359,0.00644297,0.36350277,0.12709092
1511.1452947_850.16357,0.48958305,0.122936696,0.11349128,0.002611742,0.24340382,0.027973399
1511.1452947_950.16357,0.52944833,0.008564078,0.42849833,1.73E-05,0.006748239,0.026723636
1611.1452947_-149.83643,0.399148,0.04070571,0.36216003,0.00559189,0.029969862,0.1624245
1611.1452947_-249.83643,0.58949447,0.10171101,0.2854856,0.006218754,0.014134847,0.002955353
1611.1452947_-349.83643,0.49493408,0.10254313,0.18459882,0.001414822,0.18015057,0.036358632
1611.1452947_-449.83643,0.24140328,0.21803693,0.32460558,0.000760001,0.21040083,0.004793345
1611.1452947_-49.83643,0.5065014,0.11545758,0.20058842,0.004650755,0.16256848,0.010233436
1611.1452947_-549.83643,0.00220062,0.005719433,0.9738125,5.84E-06,0.011072659,0.007188922
1611.1452947_150.16357,0.20745131,0.06559123,0.14886919,0.003656638,0.5529996,0.021431988
1611.1452947_250.16357,0.4504884,0.040676482,0.436608,0.005496989,0.014018772,0.05271138
1611.1452947_350.16357,0.37940085,0.06617992,0.28565302,0.007871859,0.22970954,0.0311848
1611.1452947_450.16357,0.15284944,0.119059265,0.2586179,0.000149836,0.4343423,0.034981303
1611.1452947_50.16357,0.41834274,0.23830155,0.20540972,0.001939567,0.1229475,0.013058893
1611.1452947_550.16357,0.36890477,0.05140088,0.2323094,0.003037809,0.28725284,0.057094336
1611.1452947_650.16357,0.09211986,0.32224458,0.11234914,1.95E-05,0.17480493,0.298462
1611.1452947_750.16357,0.003567692,0.6011929,0.05016708,6.27E-07,0.082389265,0.26268244
1611.1452947_850.16357,0.19683814,0.02429382,0.24192496,8.92E-05,0.3802784,0.1565755
1611.1452947_950.16357,0.528191,0.08455278,0.13706294,4.15E-06,0.21268229,0.03750689
1711.1452947_-149.83643,0.3261195,0.25977385,0.27130765,0.000739658,0.1298208,0.012238503
1711.1452947_-249.83643,0.47854403,0.19351573,0.17677966,0.001642199,0.12737529,0.022143092
1711.1452947_-349.83643,0.2813471,0.14043665,0.3692576,7.29E-05,0.18159157,0.027294202
1711.1452947_-449.83643,0.50186425,0.14461075,0.2385288,0.001429863,0.09341486,0.020151466
1711.1452947_-49.83643,0.31798172,0.16219778,0.2774743,0.001171041,0.23638864,0.004786522
1711.1452947_-549.83643,0.026536267,0.017988287,0.5194746,0.00490577,0.008240186,0.4228548
1711.1452947_150.16357,0.3947701,0.11937174,0.1847311,0.010225173,0.21063583,0.08026603
1711.1452947_250.16357,0.45353025,0.06925953,0.2079019,0.00315198,0.02798367,0.23817265
1711.1452947_350.16357,0.74086213,0.036640253,0.14037982,0.007731878,0.020291915,0.054093983
1711.1452947_450.16357,0.20829786,0.026943443,0.07467046,0.003344577,0.6415592,0.045184426
1711.1452947_50.16357,0.66080064,0.047765724,0.2350221,0.01220298,0.010481181,0.033727422
1711.1452947_550.16357,0.15003794,0.06574443,0.26261875,0.002026218,0.5033916,0.016181009
1711.1452947_650.16357,0.00039675,0.014017324,0.03618061,1.75E-05,0.7895431,0.15984474
1711.1452947_750.16357,0.05252859,0.05047798,0.09096612,3.31E-05,0.009895018,0.7960992
1711.1452947_850.16357,0.024271628,0.11413177,0.17757891,0.000240323,0.64749855,0.036278848
1711.1452947_950.16357,0.27617237,0.1255935,0.28049606,8.08E-06,0.102950774,0.21477929
1811.1452947_-149.83643,0.52797925,0.057649206,0.15331832,0.00303765,0.25683707,0.001178543
1811.1452947_-249.83643,0.59033287,0.13294932,0.2398194,0.004003293,0.02852049,0.004374574
1811.1452947_-349.83643,0.42086622,0.036787346,0.3993977,0.00086273,0.14118114,0.000904781
1811.1452947_-449.83643,0.33221263,0.008974697,0.3672262,0.000199575,0.25806177,0.033325125
1811.1452947_-49.83643,0.49558794,0.03167179,0.4572471,0.004936104,0.007352533,0.003204419
1811.1452947_-549.83643,0.18385287,0.005087886,0.6861668,0.005196314,0.010228233,0.10946789
1811.1452947_150.16357,0.23329285,0.024148008,0.48704687,0.009243768,0.15405644,0.09221206
1811.1452947_250.16357,0.18661278,0.011706261,0.21380864,0.004147993,0.4687344,0.11498983
1811.1452947_350.16357,0.17185852,0.09051553,0.17048271,0.008932821,0.523846,0.034364436
1811.1452947_450.16357,0.47972405,0.20275185,0.26093408,0.007732697,0.039666682,0.009190561
1811.1452947_50.16357,0.42830473,0.03282536,0.3850134,0.003406644,0.1131058,0.037344098
1811.1452947_550.16357,0.4529254,0.05229063,0.2842485,0.013770424,0.19118613,0.00557884
1811.1452947_650.16357,0.17335066,0.022211734,0.51855475,0.007360442,0.15624094,0.122281484
1811.1452947_750.16357,0.66123116,0.005688759,0.18872647,0.017533163,0.014624037,0.11219642
1811.1452947_850.16357,0.3174354,0.028516289,0.13027766,7.98E-05,0.44997922,0.073711544
1811.1452947_950.16357,0.6723438,0.01585838,0.11099817,3.36E-06,0.15288371,0.047912598
1911.1452947_-149.83643,0.39843315,0.003358258,0.53253555,0.03670959,0.006008508,0.022954954
1911.1452947_-249.83643,0.24440613,0.037005343,0.6093094,0.008462582,0.08995159,0.010864911
1911.1452947_-349.83643,0.4170268,0.03507631,0.26516062,0.02615415,0.25361416,0.002968006
1911.1452947_-449.83643,0.5529303,0.03141032,0.34013054,0.028775968,0.02297235,0.023780536
1911.1452947_-49.83643,0.4322349,0.06726169,0.25366062,0.004030231,0.23728256,0.005529977
1911.1452947_-549.83643,0.12424116,0.005069616,0.60930955,0.009209899,0.177621,0.074548766
1911.1452947_150.16357,0.43238488,0.01858124,0.4015286,0.047203604,0.094286725,0.00601498
1911.1452947_250.16357,0.38561943,0.025390796,0.54539126,0.009673437,0.016609509,0.017315578
1911.1452947_350.16357,0.4092855,0.020873317,0.3615745,0.012613857,0.13011527,0.0655376
1911.1452947_450.16357,0.61625916,0.03182102,0.21707514,0.001555467,0.10993098,0.023358278
1911.1452947_50.16357,0.21831387,0.001693638,0.67073613,0.04769291,0.005391058,0.056172356
1911.1452947_550.16357,0.3875961,0.011278231,0.48474118,0.02628242,0.012282427,0.077819586
1911.1452947_650.16357,0.36945152,0.025155623,0.3223128,0.001350021,0.03419957,0.24753043
1911.1452947_750.16357,0.4795308,0.051822096,0.35988846,0.03102728,0.011096623,0.066634744
1911.1452947_850.16357,0.106788985,0.003945082,0.6184073,0.001528357,0.14447193,0.12485831
1911.1452947_950.16357,0.58171374,0.017122213,0.25026453,0.000162815,0.004998066,0.1457387
2011.1452947_-149.83643,0.5034204,0.022719253,0.42821604,0.012318728,0.009007046,0.024318526
2011.1452947_-249.83643,0.681971,0.14451444,0.12204656,0.001689828,0.04592793,0.003850205
2011.1452947_-349.83643,0.6107426,0.000346082,0.35515946,0.006793395,0.011876674,0.015081754
2011.1452947_-449.83643,0.60071164,0.06902105,0.2215136,0.014264477,0.0844022,0.010087023
2011.1452947_-49.83643,0.5051156,0.015483232,0.40694678,0.00889176,0.034741588,0.028821003
2011.1452947_-549.83643,0.16017318,0.0364265,0.7600044,0.00438924,0.03032241,0.008684225
2011.1452947_150.16357,0.4454817,0.006810853,0.47853732,0.020141814,0.0247529,0.024275389
2011.1452947_250.16357,0.5170471,0.021334462,0.43850467,0.007591823,0.008157823,0.007364127
2011.1452947_350.16357,0.44400868,0.0206226,0.26082242,0.007537839,0.25929868,0.007709818
2011.1452947_450.16357,0.69538736,0.09025491,0.13525455,0.00510048,0.048458647,0.025544096
2011.1452947_50.16357,0.31290284,0.07395027,0.5840062,0.006277062,0.015665663,0.00719794
2011.1452947_550.16357,0.60303265,0.013349646,0.32990742,0.001776729,0.004021235,0.047912393
2011.1452947_650.16357,0.58581704,0.10036625,0.11580705,0.00491264,0.18539798,0.007699009
2011.1452947_750.16357,0.18147513,0.011185108,0.565759,0.010622392,0.18248378,0.04847461
2011.1452947_850.16357,0.18088984,0.023909785,0.44495752,0.009752757,0.29566061,0.044829383
2011.1452947_950.16357,0.49857742,0.032033358,0.3307332,2.65E-05,0.11838053,0.02024892
2111.1452947_-149.83643,0.40423107,0.0574372,0.27263027,0.018479515,0.14980216,0.09741972
2111.1452947_-249.83643,0.62472343,0.001754844,0.24843754,0.007685824,0.019617675,0.097780615
2111.1452947_-349.83643,0.41252142,0.048763737,0.20553525,0.009429516,0.3170966,0.006653527
2111.1452947_-449.83643,0.3332819,0.048530053,0.25202644,0.008206883,0.346616,0.011338686
2111.1452947_-49.83643,0.62692004,0.039212417,0.18798837,0.005718502,0.13862418,0.001536515
2111.1452947_-549.83643,0.15106541,0.028995205,0.54211265,0.024751011,0.22429974,0.02877601
2111.1452947_150.16357,0.5667107,0.12025816,0.107629925,0.009300585,0.1678712,0.028229414
2111.1452947_250.16357,0.72739834,0.04486098,0.09011007,0.007692095,0.1165155,0.013423038
2111.1452947_350.16357,0.47449738,0.033607185,0.45483118,0.017063541,0.011365806,0.008634949
2111.1452947_450.16357,0.45402318,0.00190776,0.4613689,0.005007782,0.06341704,0.014275455
2111.1452947_50.16357,0.5712811,0.09978755,0.22641724,0.003533383,0.07584647,0.023134258
2111.1452947_550.16357,0.34648022,0.012396454,0.59272385,0.01726254,0.005663027,0.025473865
2111.1452947_650.16357,0.49617404,0.15866828,0.12608448,0.00697615,0.20488483,0.007212274
2111.1452947_750.16357,0.4932848,0.07962737,0.10476613,0.024138378,0.26915348,0.02902975
2111.1452947_850.16357,0.076572634,0.001834037,0.890108,0.001435087,0.017893834,0.012156417
2111.1452947_950.16357,0.031616848,0.003380266,0.8315361,0.004858413,0.12656778,0.0020406
2211.1452947_-149.83643,0.2205548,0.029598242,0.37800348,0.010997785,0.30638885,0.054456826
2211.1452947_-249.83643,0.34397322,0.003159431,0.58543307,0.009839017,0.002429789,0.055165492
2211.1452947_-349.83643,0.35327625,0.03121053,0.48861656,0.05913043,0.02137856,0.04638768
2211.1452947_-449.83643,0.45461768,0.014362024,0.18405284,0.024676504,0.32067892,0.001612072
2211.1452947_-49.83643,0.3767803,0.021637522,0.23978683,0.02048059,0.33626264,0.005052088
2211.1452947_-549.83643,0.35869697,0.040014133,0.47593108,0.025003264,0.021732025,0.07862263
2211.1452947_150.16357,0.686375,0.037686635,0.23345463,0.005973153,0.012118757,0.024391802
2211.1452947_250.16357,0.30562088,0.10223483,0.35578737,0.019227318,0.20821422,0.008915339
2211.1452947_350.16357,0.4309935,0.078433566,0.43645135,0.011969767,0.039355777,0.002796012
2211.1452947_450.16357,0.70266795,0.035306543,0.15238594,0.011715789,0.07681639,0.021107487
2211.1452947_50.16357,0.32816902,0.021066284,0.4575327,0.018812593,0.10694922,0.067470156
2211.1452947_550.16357,0.674381,0.042823303,0.24738345,0.022680681,0.010025379,0.0027061
2211.1452947_650.16357,0.6508492,0.057793744,0.17123596,0.003620775,0.11125365,0.005246657
2211.1452947_750.16357,0.50340456,0.05402952,0.089939676,0.023207147,0.27988654,0.04953264
2211.1452947_850.16357,0.10028474,0.005409438,0.81524354,0.001346152,0.007612817,0.070103385
2211.1452947_950.16357,0.014457595,0.001884465,0.8666574,4.44E-05,0.104302116,0.012654056
2311.1452947_-149.83643,0.21339719,0.08879077,0.30158845,0.002723567,0.28004012,0.113459945
2311.1452947_-249.83643,0.41419792,0.001271906,0.44293067,0.010039454,0.11703838,0.014521647
2311.1452947_-349.83643,0.5336321,0.006556764,0.38623786,0.008480257,0.034130123,0.030962901
2311.1452947_-449.83643,0.5723523,0.064027436,0.31401524,0.007482642,0.02958857,0.012533837
2311.1452947_-49.83643,0.3324092,0.001492978,0.519973,0.05796787,0.08369949,0.0044575
2311.1452947_-549.83643,0.087616876,0.03060683,0.1344132,0.002227377,0.73220134,0.012934465
2311.1452947_150.16357,0.37447354,0.026029684,0.11729243,0.005824482,0.43469155,0.041688282
2311.1452947_250.16357,0.28015947,0.042276558,0.6045549,0.00880511,0.05056178,0.013642186
2311.1452947_350.16357,0.60306317,0.049724847,0.24475856,0.010062796,0.076013304,0.016377298
2311.1452947_450.16357,0.3359155,0.04773781,0.58528787,0.010004328,0.007792771,0.013261792
2311.1452947_50.16357,0.36137426,0.20458236,0.27450922,0.005447344,0.1522197,0.001867029
2311.1452947_550.16357,0.39704847,0.005521643,0.54150987,0.026097326,0.014764314,0.015058408
2311.1452947_650.16357,0.525621,0.10868976,0.28266153,0.04076848,0.013993449,0.028265858
2311.1452947_750.16357,0.60862637,0.053184688,0.24774066,0.05814294,0.018340578,0.013964754
2311.1452947_850.16357,0.20783183,0.005278288,0.45830092,0.026171906,0.29152173,0.010895311
2311.1452947_950.16357,0.3266618,0.008377949,0.46182328,0.023435473,0.13096397,0.048737597
2411.1452947_-149.83643,0.44727084,0.009324333,0.478897,0.03502247,0.005550515,0.023934769
2411.1452947_-249.83643,0.15735279,0.035869326,0.7134071,0.02565629,0.06716416,0.000550354
2411.1452947_-349.83643,0.2846243,0.04265938,0.23115247,0.013866148,0.4134246,0.014273075
2411.1452947_-449.83643,0.51199174,0.030034412,0.29708487,0.021184685,0.06093638,0.07876796
2411.1452947_-49.83643,0.24573259,0.002907879,0.5771532,0.018792234,0.003503562,0.15191051
2411.1452947_-549.83643,0.07420969,0.002023161,0.77935153,0.006126786,0.08225519,0.05603362
2411.1452947_150.16357,0.16525102,0.004580433,0.76318884,0.024507938,0.03489629,0.007575447
2411.1452947_250.16357,0.47910404,0.056818046,0.40774384,0.032409534,0.017406112,0.006518478
2411.1452947_350.16357,0.34505978,0.001124604,0.60707474,0.025968041,0.002407999,0.018364849
2411.1452947_450.16357,0.08495381,0.0247685,0.16186218,0.00188373,0.6999266,0.026605116
2411.1452947_50.16357,0.30990463,0.026249602,0.63926756,0.015226753,0.007413661,0.001937758
2411.1452947_550.16357,0.5751067,0.04822699,0.3210734,0.021156728,0.023245296,0.011190948
2411.1452947_650.16357,0.4140027,0.09076274,0.3786007,0.002072362,0.09631697,0.0182446
2411.1452947_750.16357,0.61394846,0.10123453,0.22121917,0.014732251,0.031067641,0.017797979
2411.1452947_850.16357,0.6506672,0.049949065,0.25202912,0.008079048,0.031958662,0.007316904
2411.1452947_950.16357,0.1905531,0.023281023,0.1384671,0.03890068,0.5839288,0.024869295
911.1452947_-149.83643,0.03019793,0.008041935,0.616796,0.001910323,0.31767955,0.025374249
911.1452947_-249.83643,0.15093054,0.041376945,0.35394293,0.008439145,0.42668298,0.018627403
911.1452947_-349.83643,0.3043717,0.043966986,0.17489667,0.017471526,0.4578698,0.001423274
911.1452947_-449.83643,0.17594574,0.14758052,0.41459483,0.011623463,0.2433112,0.006944222
911.1452947_-49.83643,0.44187808,0.06065829,0.27637866,0.031670593,0.16396056,0.0254538
911.1452947_-549.83643,0.4116851,0.022167463,0.27391738,0.006595419,0.08564356,0.1999911
911.1452947_150.16357,0.38433993,0.083752304,0.30807307,0.015689453,0.15086293,0.05728224
911.1452947_250.16357,0.388503,0.09026414,0.42193678,0.045735266,0.032355443,0.021205295
911.1452947_350.16357,0.45324016,0.08122651,0.30854607,0.014133349,0.06338597,0.07946798
911.1452947_450.16357,0.22442053,0.045359273,0.47961104,0.015871376,0.22336252,0.01137534
911.1452947_50.16357,0.5071398,0.1206147,0.27211693,0.016321879,0.035540428,0.048266232
