,Inhibitory,Endothelial,Astrocyte,Microglia,OD,Excitatory
-2258.421126_-2196.041291,0.547493522,0.277543734,0,0,0.072317474,0.102645271
-2258.421126_-2296.041291,0.743611022,0,0.106706446,0.149682532,0,0
-2258.421126_-2396.041291,0.305441253,0.15296582,0,0,0.241147571,0.300445356
-2258.421126_-2496.041291,0.855088773,0,0,0,0.070485172,0.074426055
-2258.421126_-2596.041291,0.927724352,0,0,0,0,0.072275648
-2258.421126_-2696.041291,0.621329619,0,0,0.198656627,0,0.180013754
-2258.421126_-2796.041291,0.791522804,0,0.076683282,0.131793913,0,0
-2258.421126_-2896.041291,0.724681181,0.193238329,0,0.08208049,0,0
-2258.421126_-2996.041291,0.640426933,0,0.072507066,0,0.054718333,0.232347668
-2358.421126_-1496.041291,0,0,0,0,0,1
-2358.421126_-1596.041291,0,0.193247823,0,0,0,0.806752177
-2358.421126_-1696.041291,0.163879383,0.071127796,0,0,0.138734775,0.626258045
-2358.421126_-1796.041291,0.280137445,0.245651317,0,0,0,0.474211238
-2358.421126_-1896.041291,0.253982422,0,0.102170153,0.126991736,0.110674566,0.406181123
-2358.421126_-1996.041291,0.69912028,0.205104986,0,0,0,0.095774734
-2358.421126_-2096.041291,0.560627351,0.217871218,0,0,0,0.221501431
-2358.421126_-2196.041291,0.381221084,0.257688559,0.101661945,0.259428412,0,0
-2358.421126_-2296.041291,0.64835221,0,0.127805296,0,0,0.223842494
-2358.421126_-2396.041291,0.315572737,0,0.195977928,0.371748438,0,0.116700898
-2358.421126_-2496.041291,0.753065064,0.170408849,0,0,0,0.076526088
-2358.421126_-2596.041291,0.502415475,0,0.084487379,0,0,0.413097146
-2358.421126_-2696.041291,0.600028423,0.196937076,0,0.203034501,0,0
-2358.421126_-2796.041291,0.844194151,0,0,0.08897505,0,0.066830799
-2358.421126_-2896.041291,0.905353979,0,0,0,0,0.094646021
-2358.421126_-2996.041291,0.612729063,0.166817069,0,0,0.05937143,0.161082438
-2458.421126_-1496.041291,0,0.286161954,0.141796611,0,0,0.572041435
-2458.421126_-1596.041291,0,0.061085807,0.168680548,0,0,0.770233645
-2458.421126_-1696.041291,0,0.254310847,0,0,0,0.745689153
-2458.421126_-1796.041291,0.354161503,0,0.059603551,0.119736712,0,0.466498235
-2458.421126_-1896.041291,0.392937146,0,0,0.220616459,0,0.386446395
-2458.421126_-1996.041291,0.471948382,0,0,0,0,0.528051618
-2458.421126_-2096.041291,0.571523296,0.104070505,0,0,0,0.324406199
-2458.421126_-2196.041291,0.395439252,0.210966206,0,0.077261933,0,0.316332608
-2458.421126_-2296.041291,0.494393501,0,0,0.228984011,0,0.276622488
-2458.421126_-2396.041291,0.302994102,0.29728091,0,0,0,0.399724988
-2458.421126_-2496.041291,0.294255447,0.419416961,0,0.231562096,0,0.054765496
-2458.421126_-2596.041291,0.230677858,0.089274635,0,0.242417224,0.200716081,0.236914202
-2458.421126_-2696.041291,0.580394075,0,0.232139094,0.066475494,0,0.120991337
-2458.421126_-2796.041291,0.652138399,0.18203277,0,0,0,0.165828831
-2458.421126_-2896.041291,0.704001129,0,0,0.295998871,0,0
-2458.421126_-2996.041291,0.1012899,0.085384859,0.085723391,0,0.569605816,0.157996034
-2558.421126_-1496.041291,0,0.337999333,0.116127037,0.215053966,0,0.330819664
-2558.421126_-1596.041291,0.070668832,0.185561122,0,0,0,0.743770045
-2558.421126_-1696.041291,0.07898337,0.573196189,0,0,0,0.347820441
-2558.421126_-1796.041291,0.10904857,0.510647246,0,0.122643344,0,0.257660841
-2558.421126_-1896.041291,0.51809875,0,0,0,0,0.48190125
-2558.421126_-1996.041291,0.374415427,0.079665086,0.053873426,0.201486573,0,0.290559489
-2558.421126_-2096.041291,0.595071136,0,0,0,0,0.404928864
-2558.421126_-2196.041291,0.490570968,0.059130007,0,0.119926602,0,0.330372422
-2558.421126_-2296.041291,0.490227018,0,0,0,0,0.509772982
-2558.421126_-2396.041291,0.328034748,0.273214417,0.069364977,0,0,0.329385858
-2558.421126_-2496.041291,0.478681396,0.067324575,0,0,0.13170823,0.322285798
-2558.421126_-2596.041291,0.367633694,0.456731169,0,0,0,0.175635136
-2558.421126_-2696.041291,0.606230025,0.180568865,0,0.21320111,0,0
-2558.421126_-2796.041291,0.335233023,0,0.116739901,0.205869307,0,0.34215777
-2558.421126_-2896.041291,0.870775535,0,0,0,0.062543566,0.066680899
-2558.421126_-2996.041291,0.063021264,0.343618707,0,0.171603948,0.421756081,0
-2658.421126_-1496.041291,0,0.393748486,0,0,0,0.606251514
-2658.421126_-1596.041291,0,0.704156762,0,0.106543633,0,0.189299605
-2658.421126_-1696.041291,0,0,0.197125762,0,0,0.802874238
-2658.421126_-1796.041291,0.28066076,0,0,0.201640216,0.101194594,0.41650443
-2658.421126_-1896.041291,0.485985614,0,0,0.107012849,0,0.407001538
-2658.421126_-1996.041291,0.117750796,0.589068217,0,0,0,0.293180987
-2658.421126_-2096.041291,0.544358336,0,0,0,0,0.455641664
-2658.421126_-2196.041291,0.433790981,0,0,0,0,0.566209019
-2658.421126_-2296.041291,0.615758164,0,0,0.056054509,0,0.328187327
-2658.421126_-2396.041291,0.363217518,0.170393319,0,0,0,0.466389163
-2658.421126_-2496.041291,0.510687355,0.197398382,0,0,0,0.291914262
-2658.421126_-2596.041291,0.570781482,0.129611646,0,0.22943691,0,0.070169963
-2658.421126_-2696.041291,0.551913003,0,0.129693386,0,0,0.318393611
-2658.421126_-2796.041291,0.25212277,0,0,0.74787723,0,0
-2658.421126_-2896.041291,0.344382443,0.195762017,0.059237117,0.263288395,0.137330028,0
-2658.421126_-2996.041291,0.269471303,0,0,0.105770632,0.624758065,0
-2758.421126_-1496.041291,0,0.076497708,0,0,0,0.923502292
-2758.421126_-1596.041291,0,0,0,0,0,1
-2758.421126_-1696.041291,0.075725728,0.378783987,0,0.127782661,0,0.417707624
-2758.421126_-1796.041291,0.389265637,0.185271738,0,0.093374077,0,0.332088547
-2758.421126_-1896.041291,0.449356065,0.106389258,0.109756382,0,0,0.334498295
-2758.421126_-1996.041291,0.494985006,0.154453055,0,0.2271776,0,0.123384339
-2758.421126_-2096.041291,0.483275428,0.170329063,0,0.170586766,0,0.175808743
-2758.421126_-2196.041291,0.522367182,0,0.212913712,0,0,0.264719106
-2758.421126_-2296.041291,0.404529118,0,0,0,0,0.595470882
-2758.421126_-2396.041291,0.351038353,0.142045837,0,0.248554682,0,0.258361129
-2758.421126_-2496.041291,0.689998029,0,0,0,0,0.310001971
-2758.421126_-2596.041291,0.537280619,0.244122988,0,0,0,0.218596394
-2758.421126_-2696.041291,0.81521047,0,0,0,0.058460475,0.126329055
-2758.421126_-2796.041291,0.482426775,0.29693987,0,0.111883823,0,0.108749533
-2758.421126_-2896.041291,0.720150477,0,0,0,0.055411408,0.224438115
-2758.421126_-2996.041291,0.086640194,0.31445991,0.068165789,0,0.530734107,0
-2858.421126_-1496.041291,0,0.325413798,0.130894039,0,0,0.543692164
-2858.421126_-1596.041291,0.052646415,0.274611976,0.184299937,0,0,0.488441673
-2858.421126_-1696.041291,0.150893155,0.22993763,0.143961203,0,0,0.475208012
-2858.421126_-1796.041291,0.262671788,0,0,0,0,0.737328212
-2858.421126_-1896.041291,0.45967139,0,0,0,0,0.54032861
-2858.421126_-1996.041291,0.439691419,0.064152626,0,0.157119261,0,0.339036693
-2858.421126_-2096.041291,0.574213559,0,0,0.185128146,0,0.240658295
-2858.421126_-2196.041291,0.653252825,0.188859363,0,0,0,0.157887813
-2858.421126_-2296.041291,0.422883111,0.257026854,0.203753427,0,0.116336608,0
-2858.421126_-2396.041291,0.849818269,0,0,0,0,0.150181731
-2858.421126_-2496.041291,0.34945224,0.364433526,0,0,0.117692579,0.168421655
-2858.421126_-2596.041291,0.642646891,0.098749232,0.119204713,0,0,0.139399165
-2858.421126_-2696.041291,0.814933767,0,0,0,0.105188596,0.079877636
-2858.421126_-2796.041291,0.647841693,0.297109497,0,0,0,0.05504881
-2858.421126_-2896.041291,0.687594437,0,0,0.165464532,0,0.14694103
-2858.421126_-2996.041291,0.341667488,0.302552238,0.112521161,0.17511831,0.068140803,0
-2958.421126_-1496.041291,0,0.404487974,0.122344614,0,0,0.473167413
-2958.421126_-1596.041291,0.107518172,0.113754992,0,0.162306261,0,0.616420576
-2958.421126_-1696.041291,0.150374741,0.263552108,0,0,0,0.586073151
-2958.421126_-1796.041291,0.169938567,0.10058271,0.283512837,0.132066072,0,0.313899814
-2958.421126_-1896.041291,0.406357626,0.138894875,0,0.194508914,0,0.260238584
-2958.421126_-1996.041291,0.627658316,0.102024046,0.128991782,0.141325856,0,0
-2958.421126_-2096.041291,0.389939278,0.288810026,0.099426928,0.146818776,0,0.075004992
-2958.421126_-2196.041291,0.609590026,0,0,0,0,0.390409974
-2958.421126_-2296.041291,0.736030959,0,0,0,0.148835524,0.115133517
-2958.421126_-2396.041291,0.530784151,0,0.40751539,0.061700459,0,0
-2958.421126_-2496.041291,0.601198078,0.229850502,0,0.168951419,0,0
-2958.421126_-2596.041291,0.548310996,0.211248911,0,0,0,0.240440093
-2958.421126_-2696.041291,0.708824896,0,0.085929912,0,0,0.205245192
-2958.421126_-2796.041291,0.624724843,0.137624836,0,0.109678199,0,0.127972122
-2958.421126_-2896.041291,0.708072133,0.117577121,0,0,0.12162432,0.052726426
-2958.421126_-2996.041291,0.526276358,0.473723642,0,0,0,0
-3058.421126_-1496.041291,0,0.488688781,0.159017678,0,0,0.35229354
-3058.421126_-1596.041291,0,0.409394495,0.12363514,0.051748134,0.415222231,0
-3058.421126_-1696.041291,0,0,0,0.089957792,0.831963156,0.078079053
-3058.421126_-1796.041291,0.126579037,0.282821669,0,0.259797366,0.116083597,0.214718331
-3058.421126_-1896.041291,0.528173077,0.185788273,0,0,0,0.28603865
-3058.421126_-1996.041291,0.879119259,0,0,0,0,0.120880741
-3058.421126_-2096.041291,0.427673529,0.315791022,0,0.083866833,0,0.172668616
-3058.421126_-2196.041291,0.659571019,0,0.129804121,0.21062486,0,0
-3058.421126_-2296.041291,0.443730926,0.251117279,0.081931403,0.167817111,0,0.055403282
-3058.421126_-2396.041291,0,0.571375431,0,0.319250912,0,0.109373657
-3058.421126_-2496.041291,0.276445218,0.297762983,0,0.226476833,0,0.199314966
-3058.421126_-2596.041291,0.494826096,0,0.063033577,0.070361819,0.236125721,0.135652787
-3058.421126_-2696.041291,0.449579923,0.329977388,0.137441998,0,0,0.08300069
-3058.421126_-2796.041291,0.895295091,0,0.104704909,0,0,0
-3058.421126_-2896.041291,0.715420715,0.106073463,0,0,0.090483864,0.088021957
-3058.421126_-2996.041291,0.646062847,0.07567158,0.164083528,0.114182044,0,0
-3158.421126_-1496.041291,0,0.263754383,0,0,0.61924844,0.116997177
-3158.421126_-1596.041291,0,0,0.053777917,0,0.946222083,0
-3158.421126_-1696.041291,0,0.141504006,0,0,0.739937733,0.118558261
-3158.421126_-1796.041291,0.241417672,0.371050554,0.26603408,0.056720457,0,0.064777238
-3158.421126_-1896.041291,0.288089748,0.311242164,0,0.060522415,0,0.340145673
-3158.421126_-1996.041291,0.296625281,0.208572365,0,0.421045262,0,0.073757092
-3158.421126_-2096.041291,0.706079106,0,0,0,0.073335091,0.220585803
-3158.421126_-2196.041291,0.582534591,0.090296186,0.054730206,0,0.102846854,0.169592164
-3158.421126_-2296.041291,0.504800348,0.258646383,0,0,0,0.236553269
-3158.421126_-2396.041291,0.361458042,0.184216241,0.208910691,0,0.056548503,0.188866523
-3158.421126_-2496.041291,0.145008795,0.619604889,0,0.170381482,0,0.065004835
-3158.421126_-2596.041291,0.227246709,0.573750032,0,0,0.199003259,0
-3158.421126_-2696.041291,0.619197945,0.144379524,0.102521258,0,0,0.133901273
-3158.421126_-2796.041291,0.440471159,0.289173189,0,0,0.219263236,0.051092416
-3158.421126_-2896.041291,0.627604676,0.137269178,0,0,0,0.235126146
-3158.421126_-2996.041291,0.666915196,0,0.150733332,0,0,0.182351472
-3258.421126_-1496.041291,0.053140301,0.266736196,0.060274726,0.053581547,0.133442211,0.432825017
-3258.421126_-1596.041291,0,0,0,0,1,0
-3258.421126_-1696.041291,0,0.134400047,0,0.103497506,0.762102447,0
-3258.421126_-1796.041291,0.294661445,0.30360609,0.059812371,0.143070775,0,0.198849319
-3258.421126_-1896.041291,0.213815842,0.084430736,0,0.194796584,0.2311105,0.275846338
-3258.421126_-1996.041291,0.320218545,0.328555971,0,0.064652961,0.190216634,0.096355888
-3258.421126_-2096.041291,0.321757814,0.069220101,0,0.246935478,0.247510556,0.114576051
-3258.421126_-2196.041291,0.450271745,0.164843573,0.175783516,0,0,0.209101166
-3258.421126_-2296.041291,0.391278541,0.269661873,0.150933891,0,0,0.188125695
-3258.421126_-2396.041291,0.379330726,0.122633571,0.135694494,0.28528824,0,0.077052969
-3258.421126_-2496.041291,0.617569929,0,0,0.106972357,0,0.275457713
-3258.421126_-2596.041291,0.315805883,0.307247703,0,0.120124384,0,0.256822029
-3258.421126_-2696.041291,0.493680809,0,0,0.25858746,0.247731731,0
-3258.421126_-2796.041291,0.405966339,0.168056418,0,0,0.286671447,0.139305797
-3258.421126_-2896.041291,0.304680223,0.114268647,0,0.199231986,0,0.381819144
-3258.421126_-2996.041291,0.370308578,0.192861701,0,0.158944095,0,0.277885626
-3358.421126_-1496.041291,0,0.323938753,0,0.093909683,0.582151563,0
-3358.421126_-1596.041291,0.172701934,0.191402099,0,0,0.419603552,0.216292415
-3358.421126_-1696.041291,0.366771756,0.116958973,0,0.243689418,0,0.272579853
-3358.421126_-1796.041291,0.319703335,0.110704748,0.116514367,0,0,0.453077549
-3358.421126_-1896.041291,0.633290049,0,0,0,0.185622781,0.18108717
-3358.421126_-1996.041291,0.329455964,0,0,0.083388817,0.459191109,0.12796411
-3358.421126_-2096.041291,0.603005164,0,0,0,0.112100916,0.28489392
-3358.421126_-2196.041291,0.393056243,0.442860942,0,0.072644219,0,0.091438597
-3358.421126_-2296.041291,0.197133383,0.636645122,0,0,0,0.166221496
-3358.421126_-2396.041291,0.403191243,0.17142887,0,0,0.2466428,0.178737087
-3358.421126_-2496.041291,0.287614897,0.088009919,0,0,0.22431402,0.400061164
-3358.421126_-2596.041291,0.17054584,0.254388104,0.152025289,0.180959413,0,0.242081354
-3358.421126_-2696.041291,0.259852936,0.321948035,0.086172319,0,0.081095501,0.250931209
-3358.421126_-2796.041291,0.362717472,0.426223707,0,0,0,0.211058821
-3358.421126_-2896.041291,0.251106788,0,0,0,0.229851209,0.519042003
-3358.421126_-2996.041291,0.363789738,0.238250705,0,0,0,0.397959556
1077.1239951_-1607.857618,0,0.436442024,0.277712508,0.123535357,0,0.16231011
1077.1239951_-1707.857618,0,0.541523561,0,0.065452098,0.393024341,0
1077.1239951_-1807.857618,0,0.267779902,0,0,0.732220098,0
1077.1239951_-1907.857618,0.13517698,0.422761742,0.050154231,0.090939755,0,0.300967292
1077.1239951_-2007.857618,0.460371248,0,0.147875471,0,0.13017181,0.261581471
1077.1239951_-2107.857618,0.504971838,0,0,0.29077504,0,0.204253122
1077.1239951_-2207.857618,0.261868026,0.328952126,0.101867387,0.133901656,0.095972563,0.077438243
1077.1239951_-2307.857618,0.304373913,0.386899953,0,0.247345163,0,0.061380972
1077.1239951_-2407.857618,0.390067557,0.25033667,0.187814851,0,0,0.171780921
1077.1239951_-2507.857618,0.265029466,0.089836766,0,0,0.061810331,0.583323437
1077.1239951_-2607.857618,0.187739454,0,0.10956635,0.160581719,0.177041665,0.365070812
1077.1239951_-2707.857618,0.318798679,0,0,0,0.286348037,0.394853284
1077.1239951_-2807.857618,0.308858907,0.180869129,0.093168057,0.087071306,0.108192358,0.221840244
1077.1239951_-2907.857618,0.798021686,0,0,0.06227277,0.065735146,0.073970398
1077.1239951_-3007.857618,0.494315036,0,0,0.06389881,0.15865302,0.283133135
1077.1239951_-3107.857618,0.27387748,0,0,0,0.606196124,0.119926395
1177.1239951_-1607.857618,0.098044596,0,0,0,0.147418281,0.754537123
1177.1239951_-1707.857618,0,0.285203574,0,0.24663976,0.369233966,0.0989227
1177.1239951_-1807.857618,0,0,0.121238679,0,0.878761321,0
1177.1239951_-1907.857618,0.161357701,0.36777816,0.191201276,0,0.115660516,0.164002347
1177.1239951_-2007.857618,0.336811329,0.144799536,0.179652238,0,0,0.338736896
1177.1239951_-2107.857618,0.494073225,0.264041025,0.24188575,0,0,0
1177.1239951_-2207.857618,0.532784068,0.221223568,0.091439414,0,0,0.15455295
1177.1239951_-2307.857618,0.482827896,0.120578369,0,0,0,0.396593735
1177.1239951_-2407.857618,0.305403748,0.165371992,0.087832618,0.067990204,0.320829746,0.052571692
1177.1239951_-2507.857618,0.308619132,0,0.183217808,0.161317786,0,0.346845274
1177.1239951_-2607.857618,0.244299348,0.431527438,0,0,0.072797556,0.251375658
1177.1239951_-2707.857618,0.333430387,0.248854653,0.11087951,0,0,0.30683545
1177.1239951_-2807.857618,0.536103147,0,0,0.198716953,0.068174185,0.197005714
1177.1239951_-2907.857618,0.49164788,0.084918966,0.156032407,0,0.135800705,0.131600042
1177.1239951_-3007.857618,0.66089622,0.139507469,0,0.101553278,0,0.098043034
1177.1239951_-3107.857618,0.212018438,0,0.053762904,0.201933719,0.381848888,0.150436052
1277.1239951_-1607.857618,0,0.074448184,0,0.155277573,0.140309133,0.62996511
1277.1239951_-1707.857618,0.2082958,0,0,0,0,0.7917042
1277.1239951_-1807.857618,0.197907703,0.185312728,0,0,0.171621631,0.445157938
1277.1239951_-1907.857618,0.13287691,0.24351306,0,0.35186412,0,0.271745911
1277.1239951_-2007.857618,0.438863739,0.17060419,0,0.105942961,0.139739479,0.144849631
1277.1239951_-2107.857618,0.534689237,0,0.185540796,0,0,0.279769966
1277.1239951_-2207.857618,0.477580146,0.384802761,0,0,0,0.137617093
1277.1239951_-2307.857618,0.440878651,0.150932697,0.079066902,0.192112092,0,0.137009658
1277.1239951_-2407.857618,0.241683631,0.15747803,0.210550077,0.126784615,0.139945096,0.12355855
1277.1239951_-2507.857618,0.347023362,0.200451282,0,0.051988681,0.109058629,0.291478045
1277.1239951_-2607.857618,0.38477548,0.095305357,0,0.30721467,0,0.212704493
1277.1239951_-2707.857618,0.134891489,0.375067758,0.123598844,0.148136057,0,0.218305851
1277.1239951_-2807.857618,0.719251223,0.22098614,0,0.059762637,0,0
1277.1239951_-2907.857618,0.632047473,0,0,0.201781827,0,0.1661707
1277.1239951_-3007.857618,0.622452655,0.083293056,0,0.070897046,0,0.223357243
1277.1239951_-3107.857618,0.151745163,0,0,0,0.759216826,0.089038011
1377.1239951_-1607.857618,0,0,0,0.130864338,0.254165338,0.614970324
1377.1239951_-1707.857618,0,0.233982181,0,0,0,0.766017819
1377.1239951_-1807.857618,0.240131863,0,0.088882081,0,0,0.670986057
1377.1239951_-1907.857618,0.184537907,0.246185707,0.055688698,0.0679876,0,0.445600088
1377.1239951_-2007.857618,0.307970194,0.229988322,0.126754715,0.123107777,0,0.212178993
1377.1239951_-2107.857618,0.660455757,0.245824823,0,0,0,0.093719421
1377.1239951_-2207.857618,0.548838427,0,0,0.131852517,0,0.319309056
1377.1239951_-2307.857618,0.471771843,0.207089102,0.144591184,0.121466434,0,0.055081436
1377.1239951_-2407.857618,0.594766902,0,0,0,0,0.405233098
1377.1239951_-2507.857618,0.680136857,0,0,0,0,0.319863143
1377.1239951_-2607.857618,0.699190769,0.104237562,0,0.196571669,0,0
1377.1239951_-2707.857618,0.543071207,0,0,0,0,0.456928793
1377.1239951_-2807.857618,0.421535848,0.319367757,0,0.150368333,0,0.108728062
1377.1239951_-2907.857618,0.595640195,0,0.122261856,0.206222482,0,0.075875467
1377.1239951_-3007.857618,0.848045441,0,0,0.151954559,0,0
1377.1239951_-3107.857618,0.057654769,0,0,0,0.942345231,0
1477.1239951_-1607.857618,0,0.05778711,0.161532491,0.145274511,0,0.635405888
1477.1239951_-1707.857618,0,0.313976287,0,0.110103588,0,0.575920125
1477.1239951_-1807.857618,0.177064592,0.097617031,0.089603638,0.144134659,0,0.49158008
1477.1239951_-1907.857618,0.340085701,0.288911719,0,0,0.059400243,0.311602338
1477.1239951_-2007.857618,0.293507683,0.256805472,0,0.090995908,0,0.358690938
1477.1239951_-2107.857618,0.481381032,0.079648276,0.102662497,0,0.100663071,0.235645124
1477.1239951_-2207.857618,0.515399405,0.373718704,0,0,0,0.110881891
1477.1239951_-2307.857618,0.581874783,0.073656166,0,0,0.158397805,0.186071246
1477.1239951_-2407.857618,0.451215349,0.253606757,0,0,0,0.295177894
1477.1239951_-2507.857618,0.273108317,0.351554798,0.082543743,0,0,0.292793141
1477.1239951_-2607.857618,0.468991762,0.271392652,0,0,0,0.259615586
1477.1239951_-2707.857618,0.300804457,0.269378773,0.201329052,0,0,0.228487718
1477.1239951_-2807.857618,0.413929831,0,0,0.2309358,0.061108216,0.294026153
1477.1239951_-2907.857618,0.601567999,0.266866031,0,0,0.07819432,0.05337165
