,Astrocyte,Endothelial,Excitatory,Inhibitory,Microglia,OD,res_ss
1011.1452947_-49.83643,0.279388122,0.130956003,0.235852174,0.147891407,0.128444784,0.07746751,0
1011.1452947_-549.83643,0.300324825,0.191995232,0.120145828,0.149002395,0.089773838,0.148757882,0
1011.1452947_150.16357,0.376905015,0.153612115,0.10558957,0.114535045,0.181785553,0.067572703,0
1011.1452947_250.16357,0.283293808,0.145506281,0.142312048,0.14725267,0.234618066,0.047017127,0
1011.1452947_350.16357,0.194929073,0.103649471,0.175161765,0.252870109,0.217062251,0.05632733,0
1011.1452947_450.16357,0.230033735,0.18796258,0.203523764,0.195527962,0.128902422,0.054049537,0
1011.1452947_50.16357,0.19469631,0.170508336,0.184940541,0.234524109,0.091633066,0.123697639,0
1011.1452947_550.16357,0.167515632,0.083325128,0.25340657,0.280191199,0.16035633,0.055205142,0
1011.1452947_650.16357,0.28681679,0.131657507,0.150825705,0.213271436,0.167012603,0.050415958,0
1011.1452947_750.16357,0.167964173,0.148007296,0.234002289,0.23054121,0.157182143,0.062302889,0
1011.1452947_850.16357,0.226837262,0.155512708,0.182463319,0.185544855,0.18625404,0.063387817,0
1011.1452947_950.16357,0.214362214,0.122544096,0.175781808,0.213601507,0.150802143,0.122908232,0
1111.1452947_-149.83643,0.213459287,0.119773744,0.285963207,0.234275025,0.082769895,0.063758843,0
1111.1452947_-249.83643,0.22132511,0.232647838,0.164178931,0.179769973,0.157174787,0.044903361,0
1111.1452947_-349.83643,0.311461988,0.113285215,0.170721889,0.209995906,0.132290883,0.062244119,0
1111.1452947_-449.83643,0.22717097,0.112848185,0.209366175,0.220955037,0.185130813,0.04452882,0
1111.1452947_-49.83643,0.235429764,0.032935709,0.111268382,0.157387681,0.380465623,0.082512841,0
1111.1452947_-549.83643,0.200723834,0.160860298,0.145636141,0.185797021,0.169972319,0.137010388,0
1111.1452947_150.16357,0.382001771,0.180035963,0.131462055,0.088845443,0.178381782,0.039272985,0
1111.1452947_250.16357,0.162171171,0.086899317,0.219902717,0.226123332,0.246779523,0.058123941,0
1111.1452947_350.16357,0.159031353,0.174216401,0.19521967,0.231288448,0.182383919,0.057860209,0
1111.1452947_450.16357,0.120053748,0.109694812,0.199999886,0.231116287,0.270369599,0.068765669,0
1111.1452947_50.16357,0.192648795,0.115284945,0.186145903,0.206415939,0.259555928,0.03994849,0
1111.1452947_550.16357,0.152415589,0.135566958,0.228813816,0.263659159,0.172967248,0.04657723,0
1111.1452947_650.16357,0.157354058,0.131787834,0.11843257,0.21215696,0.35588839,0.024380189,0
1111.1452947_750.16357,0.350715364,0.102223614,0.137365538,0.187322443,0.133184577,0.089188464,0
1111.1452947_850.16357,0.206182376,0.13704109,0.128988537,0.150638148,0.169414887,0.207734962,0
1111.1452947_950.16357,0.125570504,0.083087075,0.02851487,0.064299758,0.173823119,0.524704674,0
1211.1452947_-149.83643,0.190103614,0.271372095,0.150022053,0.121122129,0.20612192,0.061258189,0
1211.1452947_-249.83643,0.2746567,0.119070461,0.276454857,0.249636959,1.74E-17,0.080181023,0
1211.1452947_-349.83643,0.240467699,0.164390272,0.276229438,0.198464217,0.035611026,0.084837349,0
1211.1452947_-449.83643,0.330997093,0.181658245,0.190792732,0.155072829,0.123744603,0.017734499,0
1211.1452947_-49.83643,0.205958645,0.205041036,0.190461777,0.136384277,0.192467836,0.06968643,0
1211.1452947_-549.83643,0.206899831,0.293327096,0.195209909,0.215340143,0.021181267,0.068041755,0
1211.1452947_150.16357,0.151206013,0.175449489,0.158048951,0.194755768,0.208557983,0.111981797,0
1211.1452947_250.16357,0.20526858,0.150449836,0.203941486,0.192758218,0.21095025,0.03663163,0
1211.1452947_350.16357,0.16534009,0.130158958,0.25981829,0.260350493,0.142091859,0.04224031,0
1211.1452947_450.16357,0.143839826,0.11330179,0.220172731,0.206338678,0.254962667,0.061384309,0
1211.1452947_50.16357,0.21872679,0.167755769,0.131256321,0.142493791,0.254102337,0.085664993,0
1211.1452947_550.16357,0.21921106,0.128051328,0.172866709,0.178696025,0.265242661,0.035932218,0
1211.1452947_650.16357,0.18242121,0.143389951,0.176901528,0.20835629,0.272411296,0.016519725,0
1211.1452947_750.16357,0.340722334,0.099301165,0.160197921,0.142294601,0.165357506,0.092126474,0
1211.1452947_850.16357,0.173006319,0.161121121,0.102698549,0.130402611,0.172423452,0.260347947,0
1211.1452947_950.16357,0.039302463,1.37E-17,0.024857935,0.03672883,0.161066041,0.738044732,0
1311.1452947_-149.83643,0.214064252,0.136785914,0.200335927,0.192408533,0.164958371,0.091447003,0
1311.1452947_-249.83643,0.23472863,0.234530013,0.192355196,0.220635169,0.028636754,0.089114239,0
1311.1452947_-349.83643,0.226898495,0.145463007,0.25553659,0.220561024,0.075566824,0.075974061,0
1311.1452947_-449.83643,0.173335191,0.124873755,0.187030863,0.231711935,0.211678946,0.071369309,0
1311.1452947_-49.83643,0.2264011,0.14083279,0.253836873,0.246867799,0.065267507,0.066793931,0
1311.1452947_-549.83643,0.211903734,0.209236436,0.184550492,0.216115964,0.05921662,0.118976753,0
1311.1452947_150.16357,0.162039194,0.084568672,0.166929124,0.2520444,0.276722403,0.057696206,0
1311.1452947_250.16357,0.243242791,0.092122373,0.175906597,0.214137923,0.256810816,0.017779499,0
1311.1452947_350.16357,0.19524866,0.129897934,0.161185952,0.17060322,0.26695634,0.076107896,0
1311.1452947_450.16357,0.185778717,0.112869431,0.175353508,0.195836531,0.282682565,0.047479248,0
1311.1452947_50.16357,0.22943973,0.103892941,0.164021648,0.160529027,0.27109571,0.071020943,0
1311.1452947_550.16357,0.251965163,0.11678052,0.171962694,0.200952448,0.199302213,0.059036962,0
1311.1452947_650.16357,0.264387959,0.119717568,0.204042132,0.164004882,0.165755346,0.082092113,0
1311.1452947_750.16357,0.251247247,0.130266018,0.148383139,0.219851568,0.214043934,0.036208093,0
1311.1452947_850.16357,0.207413796,0.193636878,0.136447231,0.145044232,0.088706288,0.228751576,0
1311.1452947_950.16357,0.13550207,0.114145161,0.109077722,0.16028798,0.153517343,0.327469724,0
1411.1452947_-149.83643,0.170526059,0.168723442,0.192665729,0.249024548,0.144931321,0.074128902,0
1411.1452947_-249.83643,0.265781497,0.180053633,0.157325072,0.156723318,0.207060684,0.033055796,0
1411.1452947_-349.83643,0.171505334,0.122684714,0.175250585,0.228353084,0.250470532,0.051735751,0
1411.1452947_-449.83643,0.167903963,0.135828745,0.208727794,0.240217356,0.181285088,0.066037054,0
1411.1452947_-49.83643,0.255214674,0.150486543,0.213836753,0.186422147,0.112390762,0.08164912,0
1411.1452947_-549.83643,0.198863079,0.092632265,0.171707675,0.250359575,0.22155822,0.064879186,0
1411.1452947_150.16357,0.226850912,0.153713771,0.185712139,0.147177885,0.248614861,0.037930432,0
1411.1452947_250.16357,0.172896995,0.046062196,0.189491744,0.249952427,0.268819633,0.072777004,0
1411.1452947_350.16357,0.158736315,0.186513248,0.133297228,0.098325916,0.227155152,0.195972141,0
1411.1452947_450.16357,0.249749185,0.156486737,0.148402809,0.19287984,0.187575395,0.064906033,0
1411.1452947_50.16357,0.228424956,0.071167494,0.206509701,0.252157701,0.16809188,0.073648269,0
1411.1452947_550.16357,0.216830825,0.131514192,0.156382601,0.244128451,0.177268135,0.073875796,0
1411.1452947_650.16357,0.207732022,0.312480696,0.152767468,0.140731182,0.141805151,0.044483481,0
1411.1452947_750.16357,0.302316861,0.156960636,0.111026009,0.119523389,0.247391016,0.062782089,0
1411.1452947_850.16357,0.277464788,0.18011292,0.175279018,0.202191479,0.113931051,0.051020745,0
1411.1452947_950.16357,0.35070691,0.142378921,0.096073798,0.141394419,0.148619568,0.120826384,0
1511.1452947_-149.83643,0.236221602,0.089228111,0.173544326,0.18710773,0.237405807,0.076492424,0
1511.1452947_-249.83643,0.185366293,0.091946981,0.207170769,0.234844825,0.205212724,0.075458407,0
1511.1452947_-349.83643,0.205701034,0.118385762,0.25664069,0.202447853,0.12464603,0.09217863,0
1511.1452947_-449.83643,0.273156,0.120140982,0.191883696,0.220584798,0.138440969,0.055793554,0
1511.1452947_-49.83643,0.208774895,0.16348209,0.206962206,0.211831814,0.150110932,0.058838061,0
1511.1452947_-549.83643,0.2412836,0.244503516,0.190796248,0.199345411,0.111037357,0.013033868,0
1511.1452947_150.16357,0.311356115,0.128209476,0.114473448,0.214671481,0.179958526,0.051330955,0
1511.1452947_250.16357,0.26615796,0.148643332,0.157641604,0.213024658,0.129970988,0.084561458,0
1511.1452947_350.16357,0.326704792,0.112228164,0.156325519,0.198205906,0.153515675,0.053019945,0
1511.1452947_450.16357,0.234581448,0.146288487,0.157797066,0.218032896,0.139494174,0.103805929,0
1511.1452947_50.16357,0.217357029,0.191409038,0.181031909,0.194253605,0.167996269,0.04795215,0
1511.1452947_550.16357,0.228763605,0.183572912,0.176968262,0.173683678,0.1672311,0.069780443,0
1511.1452947_650.16357,0.24618786,0.197213732,0.128964801,0.163575468,0.204042255,0.060015884,0
1511.1452947_750.16357,0.351073188,0.204629089,0.091195643,0.130148387,0.169333277,0.053620417,0
1511.1452947_850.16357,0.314411729,0.161750908,0.15074874,0.186689106,0.137415259,0.048984258,0
1511.1452947_950.16357,0.204581484,0.114554177,0.217309403,0.247745131,0.117578952,0.098230853,0
1611.1452947_-149.83643,0.366068866,0.070675441,0.123430094,0.201223396,0.19349744,0.045104763,0
1611.1452947_-249.83643,0.153562367,0.148368356,0.209601364,0.246696361,0.203711808,0.038059743,0
1611.1452947_-349.83643,0.270260157,0.169645137,0.152581535,0.192100906,0.166647407,0.048764857,0
1611.1452947_-449.83643,0.201610162,0.25565926,0.197659641,0.210576768,0.083002487,0.051491681,0
1611.1452947_-49.83643,0.204995781,0.203638223,0.190974261,0.182752543,0.154695032,0.062944161,0
1611.1452947_-549.83643,0.002808502,2.53E-19,0.00247004,0.015002899,0.637402121,0.342316438,0
1611.1452947_150.16357,0.271831757,0.267524199,0.138011247,0.184995172,0.114463616,0.023174009,0
1611.1452947_250.16357,0.306180432,0.115424367,0.1350464,0.232118975,0.149194072,0.062035754,0
1611.1452947_350.16357,0.283235729,0.133667583,0.11575625,0.22096396,0.196321869,0.050054608,0
1611.1452947_450.16357,0.295688579,0.27667061,0.129684594,0.09149591,0.174888749,0.031571558,0
1611.1452947_50.16357,0.255134314,0.169032425,0.179870469,0.180772087,0.183480164,0.031710542,0
1611.1452947_550.16357,0.283346245,0.271494104,0.111184342,0.141734594,0.159989956,0.032250758,0
1611.1452947_650.16357,0.400937907,0.232802696,0.102854091,0.094834935,0.168570371,0,4.32E-253
1611.1452947_750.16357,0.379445297,0.130211563,0.069785437,0.047445225,0.362879664,0.010232813,0
1611.1452947_850.16357,0.329755655,0.2205302,0.117474505,0.090432929,0.23234704,0.00945967,0
1611.1452947_950.16357,0.248492965,0.248748839,0.199680851,0.120665255,0.148478597,0.033933494,0
1711.1452947_-149.83643,0.237767371,0.227292281,0.127646727,0.166159473,0.154250986,0.086883162,0
1711.1452947_-249.83643,0.235237787,0.102358553,0.167595401,0.216669706,0.213763037,0.064375515,0
1711.1452947_-349.83643,0.30600533,0.177080417,0.157530194,0.171056747,0.107799785,0.080527526,0
1711.1452947_-449.83643,0.260325119,0.191862511,0.172165899,0.183142647,0.133851671,0.058652153,0
1711.1452947_-49.83643,0.186327911,0.238921676,0.128105466,0.197894556,0.178661586,0.070088804,0
1711.1452947_-549.83643,0.299782966,0.09867057,0.044911008,0.118954974,0.334769553,0.102910928,0
1711.1452947_150.16357,0.27744914,0.177775953,0.124317753,0.16453892,0.253983867,0.001934367,0
1711.1452947_250.16357,0.276362578,0.12755513,0.133884646,0.176831372,0.265092294,0.020273981,0
1711.1452947_350.16357,0.270452139,0.095946964,0.146498764,0.240021943,0.188450205,0.058629985,0
1711.1452947_450.16357,0.234495148,0.239629425,0.141218144,0.107482614,0.26072913,0.01644554,0
1711.1452947_50.16357,0.29274007,0.139155802,0.163859282,0.255123852,0.1168842,0.032236793,0
1711.1452947_550.16357,0.166360241,0.164910447,0.105077885,0.112904559,0.406511272,0.044235596,0
1711.1452947_650.16357,0.411005458,0.312085171,0.014514849,0.019952325,0.242442197,0,8.69E-255
1711.1452947_750.16357,0.412228151,0.063764283,0.072165226,0.107562746,0.299327938,0.044951655,0
1711.1452947_850.16357,0.269096972,0.367013026,0.037817294,0.07113796,0.173610944,0.081323804,0
1711.1452947_950.16357,0.433444204,0.172002759,0.090507462,0.086723007,0.211752854,0.005569713,0
1811.1452947_-149.83643,0.141163847,0.169503295,0.173301108,0.219299326,0.25087568,0.045856744,0
1811.1452947_-249.83643,0.200420272,0.110211478,0.237355691,0.229531347,0.153525175,0.068956037,0
1811.1452947_-349.83643,0.185627758,0.146025821,0.259531097,0.22102548,0.115166316,0.072623529,0
1811.1452947_-449.83643,0.254717515,0.184207099,0.175037634,0.214497822,0.129897914,0.041642017,0
1811.1452947_-49.83643,0.1562137,0.093389927,0.194885383,0.222272566,0.237462962,0.095775464,0
1811.1452947_-549.83643,0.201126784,0.048426683,0.076031937,0.095106102,0.428416683,0.150891812,0
1811.1452947_150.16357,0.309027346,0.243161846,0.084118378,0.1216868,0.179728482,0.062277148,0
1811.1452947_250.16357,0.318680385,0.21120611,0.114108162,0.149182806,0.152420874,0.054401663,0
1811.1452947_350.16357,0.244030879,0.283760046,0.099206083,0.131369048,0.224805766,0.016828178,0
1811.1452947_450.16357,0.253821278,0.128998285,0.166572623,0.241273204,0.172485775,0.036848835,0
1811.1452947_50.16357,0.266183281,0.131184545,0.166432748,0.17544964,0.223153028,0.037596758,0
1811.1452947_550.16357,0.191013762,0.174696633,0.173562584,0.25828975,0.122975567,0.079461705,0
1811.1452947_650.16357,0.34513949,0.193213535,0.123191951,0.152760869,0.11290786,0.072786294,0
1811.1452947_750.16357,0.306503822,0.12591541,0.221971484,0.196436622,0.116372253,0.03280041,0
1811.1452947_850.16357,0.268566717,0.218344802,0.150924177,0.135679235,0.226485068,0,8.76E-253
1811.1452947_950.16357,0.273581425,0.188575652,0.231634511,0.175953654,0.091657923,0.038596836,0
1911.1452947_-149.83643,0.200131813,0.111828706,0.193566303,0.263939668,0.135513238,0.095020273,0
1911.1452947_-249.83643,0.174880455,0.197150467,0.180581256,0.19083139,0.138905924,0.117650507,0
1911.1452947_-349.83643,0.17070879,0.169179629,0.21057272,0.296948445,0.097435659,0.055154757,0
1911.1452947_-449.83643,0.17341676,0.114677939,0.184601724,0.295139285,0.15902265,0.073141642,0
1911.1452947_-49.83643,0.209844629,0.196155789,0.207383764,0.269835195,0.081984545,0.034796078,0
1911.1452947_-549.83643,0.265882261,0.200472709,0.082202369,0.123095943,0.212409967,0.115936751,0
1911.1452947_150.16357,0.148859517,0.14448238,0.169750531,0.23284763,0.248925575,0.055134367,0
1911.1452947_250.16357,0.222671836,0.138445568,0.189961536,0.2061616,0.112469514,0.130289946,0
1911.1452947_350.16357,0.219322954,0.129779092,0.137478294,0.201501284,0.305051472,0.006866904,0
1911.1452947_450.16357,0.236584478,0.183133218,0.215189385,0.19722697,0.131432777,0.036433172,0
1911.1452947_50.16357,0.202592084,0.089712905,0.153179595,0.218111382,0.168696282,0.167707752,0
1911.1452947_550.16357,0.28192606,0.083785191,0.13397252,0.176260937,0.219129647,0.104925645,0
1911.1452947_650.16357,0.360609915,0.143038561,0.111355712,0.132898945,0.221671762,0.030425105,0
1911.1452947_750.16357,0.233662865,0.150462078,0.13079455,0.206575847,0.171624024,0.106880636,0
1911.1452947_850.16357,0.294826464,0.171491864,0.09820856,0.123030237,0.156191866,0.156251008,0
1911.1452947_950.16357,0.348424138,0.104146903,0.205754521,0.249351772,0.038858635,0.053464031,0
2011.1452947_-149.83643,0.21542694,0.177249474,0.222076038,0.229872165,0.062125085,0.093250298,0
2011.1452947_-249.83643,0.153010722,0.165218721,0.245715323,0.1733784,0.206106943,0.056569891,0
2011.1452947_-349.83643,0.196531471,0.103853475,0.239306712,0.234593311,0.094976123,0.130738908,0
2011.1452947_-449.83643,0.19257448,0.147238035,0.180428137,0.228719568,0.187845386,0.063194393,0
2011.1452947_-49.83643,0.211713922,0.154040389,0.205156649,0.174860707,0.161233435,0.092994898,0
2011.1452947_-549.83643,0.19827633,0.204879873,0.133323361,0.169900793,0.122171821,0.171447823,0
2011.1452947_150.16357,0.184663684,0.12628832,0.201042726,0.199391997,0.201600726,0.087012547,0
2011.1452947_250.16357,0.11365737,0.057552262,0.163216207,0.182863302,0.421900175,0.060810683,0
2011.1452947_350.16357,0.160531491,0.135129598,0.170486582,0.165760401,0.364861925,0.003230003,0
2011.1452947_450.16357,0.210928691,0.15051885,0.213660829,0.187954443,0.229992702,0.006944484,0
2011.1452947_50.16357,0.224004708,0.165903386,0.195680296,0.201773982,0.088466265,0.124171363,0
2011.1452947_550.16357,0.262564597,0.104225132,0.156955393,0.18957807,0.226767172,0.059909637,0
2011.1452947_650.16357,0.184071881,0.167957699,0.137874437,0.200849849,0.252444816,0.056801318,0
2011.1452947_750.16357,0.251096102,0.207208116,0.087514704,0.146027921,0.145794129,0.162359029,0
2011.1452947_850.16357,0.249426046,0.24466333,0.131863648,0.158924172,0.117176306,0.097946498,0
2011.1452947_950.16357,0.225661471,0.214863217,0.158167505,0.184024753,0.100848144,0.116434909,0
2111.1452947_-149.83643,0.23295704,0.206183607,0.175593142,0.189233473,0.122982851,0.073049889,0
2111.1452947_-249.83643,0.24417631,0.108953662,0.223597815,0.231226911,0.121092289,0.070953012,0
2111.1452947_-349.83643,0.181337898,0.201600156,0.199573543,0.208812401,0.105184745,0.103491256,0
2111.1452947_-449.83643,0.193315768,0.236744325,0.181922236,0.165207241,0.14082676,0.081983669,0
2111.1452947_-49.83643,0.157402129,0.264780391,0.261852977,0.211749286,0.015865821,0.088349396,0
2111.1452947_-549.83643,0.231074872,0.247945868,0.120440812,0.173100335,0.124188003,0.10325011,0
2111.1452947_150.16357,0.198290446,0.165658644,0.197413233,0.149132296,0.203501749,0.086003632,0
2111.1452947_250.16357,0.192246592,0.120572032,0.195526226,0.219015268,0.272639882,0,1.04E-252
2111.1452947_350.16357,0.190999886,0.103028731,0.200092671,0.222544256,0.225454571,0.057879886,0
2111.1452947_450.16357,0.18962071,0.151765282,0.21469075,0.189299116,0.171036288,0.083587853,0
2111.1452947_50.16357,0.198912745,0.151659674,0.218147522,0.198004074,0.11575024,0.117525746,0
2111.1452947_550.16357,0.180072997,0.098941901,0.133984555,0.204483117,0.280555597,0.101961832,0
2111.1452947_650.16357,0.172908902,0.210970797,0.174432942,0.232525338,0.160131564,0.049030458,0
