,Astrocyte,Endothelial,Inhibitory,Microglia,OD,Excitatory,Others_cellf
-3591.755065_948.5431295,0.005827006,0.001975357,9.14E-05,0.001149782,0.03741497,0.65036887,0.3031726
-3691.755065_-151.4568705,0.005449343,0.005711622,9.79E-06,0.002786099,0.042175006,0.67335147,0.2705167
-3691.755065_-51.4568705,0.003270092,0.01619764,4.44E-05,0.010502134,0.18743314,0.34251106,0.44004145
-3691.755065_1048.5431295,0.002259467,0.003620609,2.73E-05,0.002426092,0.06557676,0.6390267,0.287063
-3691.755065_1148.5431295,0.000973192,0.008751047,2.81E-05,0.0068145,0.087608695,0.57554597,0.3202785
-3691.755065_1248.5431295,0.004244245,0.03266365,2.91E-05,0.011065839,0.09965098,0.501584,0.35076222
-3691.755065_1348.5431295,0.00144932,0.00611982,1.91E-05,0.005634219,0.080334,0.5533937,0.35304984
-3691.755065_148.5431295,0.013489788,0.017051648,5.97E-05,0.02047109,0.24330765,0.29923218,0.40638798
-3691.755065_248.5431295,0.001392955,0.013314557,1.66E-05,0.00797182,0.17925772,0.3748955,0.42315093
-3691.755065_348.5431295,0.002149665,0.004298699,2.79E-05,0.001739306,0.19066106,0.3766052,0.4245181
-3691.755065_448.5431295,0.001102632,0.002076424,4.30E-05,0.004941187,0.08778687,0.46574795,0.43830192
-3691.755065_48.5431295,0.003160561,0.018716065,3.35E-05,0.005381333,0.10463085,0.49339807,0.37467957
-3691.755065_548.5431295,0.003451998,0.005830463,9.28E-06,0.001902648,0.11698351,0.47815877,0.39366332
-3691.755065_648.5431295,0.006636604,0.002377537,6.79E-05,0.000877335,0.031813107,0.63288194,0.3253455
-3691.755065_748.5431295,0.004036882,0.019556832,0.000115683,0.004477717,0.17781588,0.35085756,0.44313952
-3691.755065_848.5431295,0.006622993,0.030565565,2.26E-05,0.006743776,0.11827684,0.48991463,0.34785366
-3691.755065_948.5431295,0.028254872,0.009784629,0.000127129,0.005126982,0.037129816,0.57514286,0.34443367
-3791.755065_-151.4568705,0.003175054,0.026661599,9.93E-06,0.007026945,0.18844998,0.42307314,0.35160342
-3791.755065_-51.4568705,0.005370961,0.035639495,4.25E-05,0.006895636,0.11004879,0.53048205,0.31152058
-3791.755065_1048.5431295,0.019605773,0.001679807,6.01E-05,0.002734915,0.024694908,0.63656,0.31466448
-3791.755065_1148.5431295,0.001874353,0.006526131,5.23E-05,0.005411209,0.08802891,0.5214292,0.37667784
-3791.755065_1248.5431295,0.003143172,0.024277702,1.99E-05,0.007246403,0.097395584,0.5513052,0.31661215
-3791.755065_1348.5431295,0.001469656,0.002584847,2.90E-05,0.004184207,0.04478025,0.63609403,0.310858
-3791.755065_148.5431295,0.001836847,0.004343251,4.08E-05,0.002125647,0.11259951,0.5210992,0.35795477
-3791.755065_248.5431295,0.003529654,0.024330312,2.01E-05,0.012427892,0.24819264,0.36513266,0.34636676
-3791.755065_348.5431295,0.002094968,0.004613573,5.02E-05,0.003566067,0.1496497,0.43222585,0.40779957
-3791.755065_448.5431295,0.000872401,0.022382433,1.53E-05,0.007798157,0.24152744,0.29326093,0.43414333
-3791.755065_48.5431295,0.000386387,0.004330989,1.25E-05,0.003190485,0.13730657,0.4980243,0.35674873
-3791.755065_548.5431295,0.003006041,0.026008457,1.62E-05,0.018712085,0.16115278,0.33889508,0.45220932
-3791.755065_648.5431295,0.000737507,0.005091028,3.80E-05,0.004342374,0.13944326,0.4492144,0.40113345
-3791.755065_748.5431295,0.00198931,0.013739688,2.12E-05,0.00764217,0.08608902,0.50581515,0.3847035
-3791.755065_848.5431295,0.006328463,0.018115433,1.70E-05,0.005653046,0.18295895,0.4396481,0.34727895
-3791.755065_948.5431295,0.005294594,0.041394144,1.95E-05,0.006829686,0.060902458,0.570616,0.31494355
1011.1452947_-149.83643,0.001605211,0.011414763,7.81E-06,0.007738836,0.18529168,0.3604445,0.43349713
1011.1452947_-249.83643,0.003825778,0.044850726,1.53E-05,0.02178044,0.2843619,0.2245449,0.42062098
1011.1452947_-349.83643,0.000755842,0.005246042,1.54E-05,0.005887628,0.11747115,0.47500128,0.3956227
1011.1452947_-449.83643,0.001438606,0.015621623,1.47E-05,0.004301641,0.0733463,0.5539086,0.3513686
1011.1452947_-49.83643,0.001931298,0.010398736,1.08E-05,0.004507217,0.10130711,0.4858838,0.39596105
1011.1452947_-549.83643,0.005144486,0.03196531,1.13E-05,0.008534589,0.21201824,0.36047113,0.38185498
1011.1452947_150.16357,0.004337567,0.017239127,7.56E-06,0.007917741,0.13545777,0.45465812,0.38038218
1011.1452947_250.16357,0.004965016,0.02038768,1.24E-05,0.008038415,0.087895595,0.5050828,0.3736181
1011.1452947_350.16357,0.000639108,0.006593552,1.46E-05,0.008050505,0.11234024,0.51579744,0.3565645
1011.1452947_450.16357,0.003899848,0.023819754,2.45E-05,0.006327827,0.07739058,0.5351885,0.353349
1011.1452947_50.16357,0.000976258,0.007065813,2.32E-05,0.004859246,0.14903228,0.4359403,0.40210292
1011.1452947_550.16357,0.006366035,0.002453327,0.000182893,0.001211208,0.049842197,0.66022223,0.2797221
1011.1452947_650.16357,0.001649518,0.008212008,2.08E-05,0.004298841,0.10263283,0.5231943,0.35999158
1011.1452947_750.16357,0.001663225,0.007957683,5.25E-05,0.005227298,0.064524636,0.5837418,0.33683288
1011.1452947_850.16357,0.002836861,0.010160724,2.88E-05,0.006716179,0.10964019,0.492642,0.37797529
1011.1452947_950.16357,0.001719799,0.004687312,1.26E-05,0.007594554,0.11860524,0.48619425,0.3811863
1111.1452947_-149.83643,0.007379355,0.00140905,0.000204267,0.001582442,0.040257428,0.59352803,0.35563946
1111.1452947_-249.83643,0.035976,0.067667976,9.06E-05,0.007141326,0.09163505,0.34514645,0.45234263
1111.1452947_-349.83643,0.001829414,0.005734269,1.57E-05,0.008344644,0.10911489,0.48631033,0.3886509
1111.1452947_-449.83643,0.006729321,0.003419986,5.54E-05,0.00107185,0.057372298,0.6096051,0.32174614
1111.1452947_-49.83643,0.002934041,0.006873731,1.74E-05,0.00196651,0.13110492,0.49766535,0.35943803
1111.1452947_-549.83643,0.002234374,0.01697453,2.42E-05,0.008044332,0.19756027,0.30418533,0.470977
1111.1452947_150.16357,0.02321471,0.0464614,1.65E-05,0.006759961,0.093422376,0.5078813,0.32224375
1111.1452947_250.16357,0.000758958,0.00336911,2.61E-05,0.004437891,0.113221586,0.48351347,0.39467284
1111.1452947_350.16357,0.001596026,0.023080654,7.07E-05,0.00504751,0.11031749,0.4638761,0.39601156
1111.1452947_450.16357,0.000937846,0.009224687,2.56E-05,0.009402237,0.07722593,0.54525584,0.35792783
1111.1452947_50.16357,0.003445686,0.006214499,2.44E-05,0.00469804,0.09105807,0.45028418,0.4442751
1111.1452947_550.16357,0.005175894,0.011207361,0.000334654,0.004450348,0.06009131,0.48782706,0.43091336
1111.1452947_650.16357,0.002420495,0.012487684,1.90E-05,0.005009882,0.10332029,0.50214505,0.37459764
1111.1452947_750.16357,0.003443013,0.007421204,9.75E-06,0.004327431,0.077713124,0.5257027,0.38138276
1111.1452947_850.16357,0.00555887,0.013695797,3.08E-05,0.004607849,0.1938846,0.43216333,0.35005873
1111.1452947_950.16357,0.11807337,0.060105294,0.000362045,0.01146482,0.35599458,0.20439179,0.24960817
1211.1452947_-149.83643,0.027178984,0.08129733,5.54E-05,0.006210724,0.096656956,0.44659212,0.3420085
1211.1452947_-249.83643,0.001293082,0.001218822,5.03E-06,0.000765177,0.044034854,0.6914358,0.2612472
1211.1452947_-349.83643,0.008418476,0.019048532,2.67E-05,0.001448713,0.07911446,0.5637511,0.32819197
1211.1452947_-449.83643,0.004300569,0.02011644,1.16E-05,0.006004359,0.09724927,0.47540015,0.39691767
1211.1452947_-49.83643,0.009619486,0.019624945,1.97E-05,0.00152148,0.1347244,0.44438666,0.39010343
1211.1452947_-549.83643,0.002192369,0.031029884,1.08E-05,0.008628461,0.06768062,0.61149806,0.2789599
1211.1452947_150.16357,0.000717633,0.011052732,3.05E-05,0.008304237,0.18591702,0.31453794,0.47943997
1211.1452947_250.16357,0.001423554,0.012585931,1.61E-05,0.007125391,0.121613964,0.4896199,0.36761525
1211.1452947_350.16357,0.004949341,0.007125455,0.000740456,0.002670997,0.041815665,0.5230351,0.41966298
1211.1452947_450.16357,0.002687072,0.002169846,7.55E-05,0.0028208,0.052199535,0.5947686,0.3452787
1211.1452947_50.16357,0.001488816,0.01620188,7.87E-06,0.007312067,0.2050152,0.3120193,0.45795488
1211.1452947_550.16357,0.004368113,0.010059061,1.22E-05,0.004069611,0.04918607,0.6189733,0.31333163
1211.1452947_650.16357,0.002258824,0.020181771,5.25E-05,0.006717261,0.049726404,0.53353107,0.38753211
1211.1452947_750.16357,0.003435507,0.004925019,3.66E-05,0.00166973,0.112471044,0.56548697,0.31197515
1211.1452947_850.16357,0.004175176,0.02699433,3.21E-05,0.015677078,0.27351335,0.3119929,0.36761495
1211.1452947_950.16357,0.012045221,0.008355445,0.000177347,0.00833808,0.49463862,0.14882742,0.32761785
1311.1452947_-149.83643,0.001112669,0.00750883,1.21E-05,0.005298531,0.071297646,0.5334515,0.3813186
1311.1452947_-249.83643,0.001582805,0.010967067,7.84E-06,0.006318063,0.09988983,0.50852424,0.37271014
1311.1452947_-349.83643,0.002219117,0.001750044,3.51E-05,0.00135466,0.06260431,0.5919672,0.34006965
1311.1452947_-449.83643,0.002551894,0.012631224,4.38E-05,0.004054283,0.069579005,0.49827036,0.4128694
1311.1452947_-49.83643,0.004019248,0.00196479,8.39E-05,0.001734665,0.038898487,0.5933199,0.35997897
1311.1452947_-549.83643,0.001006599,0.003419512,1.12E-05,0.001964576,0.112750515,0.5405268,0.3403208
1311.1452947_150.16357,0.001360513,0.003354636,5.00E-05,0.005740865,0.072947405,0.5240507,0.39249584
1311.1452947_250.16357,0.003040857,0.014705732,3.23E-05,0.004897782,0.099098556,0.46271768,0.41550705
1311.1452947_350.16357,0.004541501,0.007620188,3.00E-05,0.002164377,0.1379962,0.46574306,0.38190472
1311.1452947_450.16357,0.00987587,0.017533747,5.72E-05,0.004491103,0.07143059,0.49761167,0.39899993
1311.1452947_50.16357,0.002514107,0.002399685,7.61E-06,0.005577873,0.06673827,0.60583717,0.31692523
1311.1452947_550.16357,0.00323107,0.006694199,1.57E-05,0.007674757,0.08726079,0.45228028,0.44284326
1311.1452947_650.16357,0.001786177,0.007517868,7.46E-06,0.00594231,0.058604993,0.5902123,0.33592886
1311.1452947_750.16357,0.028165359,0.01426123,0.000124967,0.00671137,0.060589895,0.5362227,0.35392445
1311.1452947_850.16357,0.001828996,0.013203597,1.17E-05,0.007267936,0.2600488,0.33088154,0.38675746
1311.1452947_950.16357,0.00190674,0.012507077,2.90E-05,0.003983503,0.22577038,0.38477784,0.3710254
1411.1452947_-149.83643,0.001520922,0.017538562,1.63E-05,0.007279636,0.12501821,0.41305843,0.43556795
1411.1452947_-249.83643,0.21686198,0.041198008,0.000111095,0.00424916,0.025430018,0.3768098,0.33533996
1411.1452947_-349.83643,0.002896036,0.007304067,1.05E-05,0.003012471,0.076665565,0.57205653,0.33805487
1411.1452947_-449.83643,0.03106224,0.025962494,0.000494189,0.00135559,0.049895547,0.40440786,0.4868221
1411.1452947_-49.83643,0.001940896,0.013059678,8.56E-06,0.005741537,0.13092265,0.42131472,0.4270121
1411.1452947_-549.83643,0.001662119,0.003143913,2.96E-05,0.003261982,0.083634675,0.4840174,0.42425027
1411.1452947_150.16357,0.00294492,0.016384471,1.45E-05,0.008090514,0.09944149,0.46897975,0.40414435
1411.1452947_250.16357,0.000992282,0.002528559,4.86E-05,0.00154792,0.0772651,0.5734914,0.34412614
1411.1452947_350.16357,0.001281768,0.026531797,8.03E-06,0.015776394,0.25082994,0.32140794,0.38416415
1411.1452947_450.16357,0.029445576,0.026853198,9.35E-05,0.004144508,0.10787402,0.49019948,0.34138966
1411.1452947_50.16357,0.002854632,0.005284791,1.22E-05,0.004359668,0.058263384,0.5563674,0.3728579
1411.1452947_550.16357,0.008822003,0.00534634,0.000114224,0.003115122,0.06912742,0.48505616,0.42841873
1411.1452947_650.16357,0.005695435,0.043586884,2.24E-05,0.014515214,0.06338352,0.49223506,0.38056144
1411.1452947_750.16357,0.007867035,0.029737573,2.51E-05,0.01481448,0.0682337,0.50708026,0.37224188
1411.1452947_850.16357,0.002966409,0.002124735,2.53E-05,0.003652213,0.07847616,0.58496165,0.32779345
1411.1452947_950.16357,0.014896563,0.023580004,7.45E-06,0.015668612,0.19712842,0.35629568,0.39242333
1511.1452947_-149.83643,0.002448351,0.00529648,3.20E-05,0.002603226,0.1177578,0.46434155,0.40752062
1511.1452947_-249.83643,0.005472974,0.003963042,0.000109107,0.003102925,0.043303333,0.54577285,0.39827576
1511.1452947_-349.83643,0.009532639,0.002879671,0.000147493,0.005697803,0.037612356,0.5266068,0.41752326
1511.1452947_-449.83643,0.002425681,0.002053022,1.27E-05,0.003631603,0.08248041,0.5343667,0.3750298
1511.1452947_-49.83643,0.007021166,0.02126871,7.43E-05,0.001427741,0.07118271,0.50505453,0.39397076
1511.1452947_-549.83643,0.006509998,0.02113167,1.34E-05,0.003234427,0.06805317,0.58538795,0.31566942
1511.1452947_150.16357,0.016186686,0.016156888,3.28E-05,0.008630177,0.09446545,0.43685776,0.4276702
1511.1452947_250.16357,0.001406668,0.006661695,9.09E-06,0.004608344,0.16684131,0.38990045,0.4305725
1511.1452947_350.16357,0.004623126,0.012864135,1.04E-05,0.008902513,0.09934715,0.4558658,0.4183869
1511.1452947_450.16357,0.000871197,0.004926832,1.40E-05,0.010287588,0.1129606,0.43513048,0.43580928
1511.1452947_50.16357,0.019624675,0.041853912,0.000127483,0.003646139,0.12399352,0.30426437,0.5064899
1511.1452947_550.16357,0.00299089,0.018239407,1.77E-05,0.005369655,0.07555688,0.5347479,0.36307758
1511.1452947_650.16357,0.001781714,0.017812207,1.25E-05,0.008446333,0.12347784,0.42337993,0.42508948
1511.1452947_750.16357,0.013825523,0.043303587,1.50E-05,0.011217685,0.093662746,0.49944806,0.33852738
1511.1452947_850.16357,0.013860077,0.046387184,1.66E-05,0.01767406,0.063995264,0.56055135,0.2975155
1511.1452947_950.16357,0.015142507,0.002735461,2.36E-05,0.00234964,0.122438766,0.64988536,0.20742466
1611.1452947_-149.83643,0.00551885,0.009064793,1.28E-05,0.007852804,0.1177179,0.44790894,0.41192394
1611.1452947_-249.83643,0.000857713,0.002066049,1.24E-05,0.002037422,0.0734805,0.5737538,0.34779206
1611.1452947_-349.83643,0.03149881,0.048524745,4.36E-05,0.00549574,0.05820827,0.53112566,0.32510328
1611.1452947_-449.83643,0.043180615,0.0759115,5.30E-05,0.007985465,0.08978656,0.42001835,0.36306453
1611.1452947_-49.83643,0.003612597,0.019886144,1.61E-05,0.007914962,0.072951056,0.5179885,0.3776307
1611.1452947_-549.83643,0.22449571,0.008266714,0.000183667,0.002649419,0.37846258,0.042715393,0.34322646
1611.1452947_150.16357,0.08959042,0.11591474,0.000206796,0.012857385,0.06343685,0.29842094,0.4195728
1611.1452947_250.16357,0.003144081,0.007810776,1.18E-05,0.004765433,0.14801887,0.39114788,0.44510108
1611.1452947_350.16357,0.004374712,0.021449735,2.00E-05,0.006372843,0.1388907,0.41866413,0.41022795
1611.1452947_450.16357,0.012821457,0.047028143,1.11E-05,0.012139068,0.114550985,0.44772148,0.36572787
1611.1452947_50.16357,0.003200036,0.021509372,1.15E-05,0.007998638,0.12522984,0.43339866,0.40865195
1611.1452947_550.16357,0.016456598,0.030129718,9.56E-06,0.003703902,0.075165436,0.52923393,0.34530082
1611.1452947_650.16357,0.6471072,0.03386412,7.08E-05,0.012930033,0.038539357,0.16306528,0.10442317
1611.1452947_750.16357,0.78947324,0.037714142,2.14E-05,0.026337322,0.015351168,0.054466978,0.07663585
1611.1452947_850.16357,0.10232263,0.060849167,3.82E-05,0.01590744,0.11191117,0.501896,0.20707542
1611.1452947_950.16357,0.03406069,0.058616746,2.92E-06,0.024276359,0.085240416,0.5579866,0.23981625
1711.1452947_-149.83643,0.006304084,0.03087645,1.43E-05,0.006477573,0.11578707,0.4862236,0.35431686
1711.1452947_-249.83643,0.005307445,0.017012566,2.07E-05,0.002588962,0.0830039,0.47362295,0.4184434
1711.1452947_-349.83643,0.033199444,0.032563172,1.51E-05,0.003382795,0.10979676,0.47499093,0.34605178
1711.1452947_-449.83643,0.003131555,0.010990799,7.44E-06,0.00686568,0.08274417,0.55022436,0.346036
1711.1452947_-49.83643,0.003956138,0.041677356,1.39E-05,0.010342466,0.15163016,0.40669215,0.38568777
1711.1452947_-549.83643,0.09278884,0.006558612,6.10E-05,0.02818492,0.27260467,0.22317824,0.3766237
1711.1452947_150.16357,0.011376031,0.029783236,2.32E-05,0.009602719,0.08243753,0.49235392,0.3744233
1711.1452947_250.16357,0.037496973,0.020047024,2.02E-05,0.004913137,0.07592446,0.556767,0.30483118
1711.1452947_350.16357,0.004100588,0.005793556,9.38E-06,0.003275995,0.055828027,0.6743463,0.2566462
1711.1452947_450.16357,0.013978004,0.050328672,2.25E-05,0.009123777,0.051376346,0.57966304,0.29550764
1711.1452947_50.16357,0.00767119,0.006989079,5.83E-05,0.002841561,0.06305376,0.593188,0.3261982
1711.1452947_550.16357,0.007432343,0.051348366,2.07E-05,0.011241746,0.17704807,0.35156077,0.401348
1711.1452947_650.16357,0.6497916,0.18621394,0.000110277,0.002163776,0.02779024,0.010876467,0.12305379
1711.1452947_750.16357,0.70808625,0.002424777,3.82E-05,0.000788885,0.045087446,0.16945006,0.07412443
1711.1452947_850.16357,0.07620469,0.21263729,0.001812936,0.024546381,0.14791405,0.27013808,0.26674658
1711.1452947_950.16357,0.13917166,0.054185335,1.38E-05,0.023377618,0.09199604,0.46650112,0.22475444
1811.1452947_-149.83643,0.009584694,0.034272987,0.00010283,0.003729265,0.06809736,0.42138448,0.46282834
1811.1452947_-249.83643,0.0064976,0.010328591,0.000191636,0.006040978,0.0471155,0.3781256,0.55170006
1811.1452947_-349.83643,0.012062524,0.030492635,0.000101969,0.002973238,0.07758383,0.45059788,0.4261879
1811.1452947_-449.83643,0.15901819,0.06390187,7.91E-05,0.001261169,0.0722488,0.3212048,0.3822861
1811.1452947_-49.83643,0.002677475,0.002534,7.24E-05,0.005151093,0.10529865,0.49334827,0.39091814
1811.1452947_-549.83643,0.003821184,0.004263949,1.91E-05,0.003072987,0.19274354,0.4093106,0.38676858
1811.1452947_150.16357,0.002584705,0.02147585,6.83E-06,0.008787153,0.20228194,0.34815767,0.4167059
1811.1452947_250.16357,0.003744001,0.037764095,9.39E-06,0.00582211,0.14665534,0.45272833,0.3532767
1811.1452947_350.16357,0.016665617,0.06375901,3.03E-05,0.013827138,0.10465969,0.47284442,0.3282139
1811.1452947_450.16357,0.001058497,0.006991148,1.80E-05,0.008442725,0.0926758,0.4541907,0.4366231
1811.1452947_50.16357,0.004475737,0.02757502,1.91E-05,0.007763918,0.13365917,0.3952188,0.43128827
1811.1452947_550.16357,0.00241418,0.015199446,8.00E-05,0.003940337,0.09770226,0.4100475,0.47061634
1811.1452947_650.16357,0.02967327,0.026688116,4.18E-05,0.00439244,0.16909854,0.34070715,0.4293988
1811.1452947_750.16357,0.003847712,0.006824269,2.11E-05,0.001944039,0.06495956,0.60988605,0.31251723
1811.1452947_850.16357,0.037405126,0.055805195,1.69E-05,0.014011593,0.08976461,0.5877002,0.21529636
1811.1452947_950.16357,0.057623573,0.031858817,7.96E-06,0.004290063,0.059964824,0.6607637,0.18549098
1911.1452947_-149.83643,0.004040343,0.002307445,0.000158953,0.001526273,0.0922133,0.47892863,0.420825
1911.1452947_-249.83643,0.011041995,0.020754281,5.38E-05,0.00649086,0.15606691,0.38399088,0.42160127
1911.1452947_-349.83643,0.005505438,0.020189803,0.000473087,0.003069625,0.07147608,0.39940745,0.49987856
1911.1452947_-449.83643,0.001036253,0.003807815,2.04E-05,0.003464633,0.0814394,0.5353462,0.37488523
1911.1452947_-49.83643,0.013897474,0.029549824,8.71E-05,0.00403478,0.06697563,0.47065577,0.41479948
1911.1452947_-549.83643,0.044629235,0.08801509,5.30E-05,0.00516189,0.22510052,0.27420953,0.3628307
1911.1452947_150.16357,0.004783077,0.014073567,0.000320899,0.003333552,0.08761923,0.36515623,0.52471346
1911.1452947_250.16357,0.00268801,0.005094407,2.93E-05,0.003468095,0.14153925,0.4778305,0.36935043
1911.1452947_350.16357,0.002871019,0.013592819,3.46E-05,0.005154069,0.12126683,0.40083373,0.4562469
1911.1452947_450.16357,0.00177903,0.015202257,1.03E-05,0.003502845,0.0908856,0.5195071,0.36911282
1911.1452947_50.16357,0.005617091,0.001253909,0.000222373,0.00116075,0.15104277,0.4285397,0.4121634
1911.1452947_550.16357,0.002032868,0.005246084,3.17E-05,0.003659206,0.13013098,0.452773,0.4061262
