,OD,Excitatory,Endothelial,Inhibitory,Astrocyte,Microglia
1711.1452947_150.16357,0.127025707,0.182115471,0.159049729,0.158625621,0.185600354,0.187583119
1711.1452947_250.16357,0.157750454,0.229655869,0.135423462,0.142069254,0.189301966,0.145798994
1711.1452947_350.16357,0.165709094,0.196391276,0.16526255,0.189460339,0.180706447,0.102470294
1711.1452947_450.16357,0.139772849,0.165087962,0.167804588,0.165749996,0.158667425,0.20291718
1711.1452947_50.16357,0.12926211,0.214023208,0.16398463,0.190923133,0.152168237,0.149638683
1711.1452947_550.16357,0.164764871,0.172709679,0.198305576,0.1903878,0.141014312,0.132817762
1711.1452947_650.16357,0.19573477,0.098094135,0.203347478,0.147671193,0.353162279,0.001990145
1711.1452947_750.16357,0.238790705,0.26586251,0.018767775,0.095267331,0.359835415,0.021476264
1711.1452947_850.16357,0.175103179,0.127076021,0.239848061,0.229637681,0.167042893,0.061292165
1711.1452947_950.16357,0.141232043,0.162990167,0.158733487,0.14607181,0.180872193,0.2101003
1811.1452947_-149.83643,0.13130604,0.173243254,0.188609621,0.174411344,0.152310853,0.180118889
1811.1452947_-249.83643,0.129053362,0.177352315,0.132110881,0.167475365,0.170786731,0.223221346
1811.1452947_-349.83643,0.148964138,0.185572021,0.161021976,0.186716139,0.160702648,0.157023078
1811.1452947_-449.83643,0.13981653,0.176895166,0.183010757,0.164681695,0.166434644,0.169161209
1811.1452947_-49.83643,0.143961124,0.183079538,0.118582964,0.162320243,0.162004784,0.230051346
1811.1452947_-549.83643,0.183583172,0.158483051,0.160215984,0.153254564,0.184714723,0.159748506
1811.1452947_150.16357,0.151299591,0.157505317,0.198869136,0.135765067,0.194032653,0.162528236
1811.1452947_250.16357,0.145582977,0.165526371,0.221324071,0.175971545,0.177074212,0.114520823
1811.1452947_350.16357,0.13219391,0.14777274,0.197569874,0.17191746,0.188143132,0.162402884
1811.1452947_450.16357,0.140820249,0.170901847,0.126536718,0.178620555,0.164471229,0.218649403
1811.1452947_50.16357,0.139696208,0.167494654,0.184405544,0.177846201,0.171842217,0.158715176
1811.1452947_550.16357,0.149093808,0.176621127,0.163893439,0.187271118,0.170030214,0.153090294
1811.1452947_650.16357,0.15234188,0.175085196,0.158560808,0.167638721,0.168724374,0.177649021
1811.1452947_750.16357,0.141886749,0.197660293,0.145521955,0.17917067,0.180452785,0.155307548
1811.1452947_850.16357,0.176735164,0.196508535,0.21913173,0.154632062,0.141817866,0.111174644
1811.1452947_950.16357,0.153607102,0.188214602,0.173583903,0.167356586,0.167737189,0.149500617
1911.1452947_-149.83643,0.155155069,0.18934729,0.124872634,0.191261232,0.183518726,0.155845049
1911.1452947_-249.83643,0.150516503,0.172536571,0.141593591,0.165030141,0.151761451,0.218561743
1911.1452947_-349.83643,0.142043588,0.181758713,0.170700595,0.193173167,0.15801088,0.154313057
1911.1452947_-449.83643,0.131953636,0.169889046,0.133670938,0.182163203,0.185263987,0.19705919
1911.1452947_-49.83643,0.136682222,0.182332464,0.165983912,0.167080311,0.164788061,0.18313303
1911.1452947_-549.83643,0.168432679,0.154895924,0.223635506,0.156117435,0.165309649,0.131608806
1911.1452947_150.16357,0.142872428,0.178115754,0.154684023,0.180585182,0.176724137,0.167018476
1911.1452947_250.16357,0.148808431,0.181404993,0.150504723,0.178124153,0.164620423,0.176537278
1911.1452947_350.16357,0.148129803,0.149114298,0.157622496,0.193309253,0.173193524,0.178630626
1911.1452947_450.16357,0.151446275,0.18793532,0.18234042,0.16493705,0.177667308,0.135673628
1911.1452947_50.16357,0.160413089,0.18679112,0.127835471,0.191307206,0.175045814,0.1586073
1911.1452947_550.16357,0.166314327,0.164450738,0.10579278,0.200445975,0.172796288,0.190199891
1911.1452947_650.16357,0.152653345,0.155495114,0.17979602,0.158512886,0.197533343,0.156009292
1911.1452947_750.16357,0.171490827,0.202857338,0.109981038,0.226737066,0.168600075,0.120333655
1911.1452947_850.16357,0.181444355,0.166043869,0.175997759,0.161973473,0.148114117,0.166426427
1911.1452947_950.16357,0.169682201,0.211209626,0.07772575,0.184310805,0.202060829,0.155010789
2011.1452947_-149.83643,0.164995828,0.218660551,0.16111381,0.182657099,0.162338549,0.110234163
2011.1452947_-249.83643,0.147300859,0.183939366,0.159850952,0.175111655,0.174382183,0.159414985
2011.1452947_-349.83643,0.157444323,0.196471497,0.168707843,0.178148578,0.178381023,0.120846736
2011.1452947_-449.83643,0.142625898,0.173246921,0.160593615,0.148855531,0.177175791,0.197502244
2011.1452947_-49.83643,0.156990288,0.190536396,0.138317337,0.161802771,0.188022446,0.164330762
2011.1452947_-549.83643,0.162733579,0.165233326,0.174046726,0.163292555,0.176028012,0.158665802
2011.1452947_150.16357,0.157325016,0.186299438,0.165529987,0.180207112,0.174915872,0.135722576
2011.1452947_250.16357,0.162814684,0.182436828,0.144601887,0.183318863,0.177475844,0.149351893
2011.1452947_350.16357,0.15141907,0.171388472,0.187857038,0.170058575,0.181447116,0.137829729
2011.1452947_450.16357,0.136143599,0.178176211,0.159809897,0.170765857,0.186033705,0.169070732
2011.1452947_50.16357,0.140520745,0.184216458,0.145504578,0.141947656,0.164857661,0.222952902
2011.1452947_550.16357,0.14981355,0.186386233,0.158075637,0.190491582,0.190321687,0.124911311
2011.1452947_650.16357,0.160417954,0.193310308,0.158683201,0.194264417,0.203142911,0.090181208
2011.1452947_750.16357,0.190753138,0.15405585,0.15531209,0.169796883,0.127971454,0.202110585
2011.1452947_850.16357,0.153209197,0.153003228,0.135166473,0.180303907,0.160033556,0.218283639
2011.1452947_950.16357,0.154408867,0.162384858,0.15231934,0.151016378,0.156700885,0.223169673
2111.1452947_-149.83643,0.149864975,0.177981409,0.199833129,0.170772909,0.192679507,0.108868071
2111.1452947_-249.83643,0.151107597,0.196588505,0.183689292,0.183948595,0.189815918,0.094850093
2111.1452947_-349.83643,0.15193378,0.182681399,0.158059249,0.165755565,0.16352275,0.178047257
2111.1452947_-449.83643,0.15282808,0.156242696,0.151019519,0.165804677,0.171395428,0.2027096
2111.1452947_-49.83643,0.149639289,0.201876805,0.191497237,0.175129069,0.198851843,0.083005757
2111.1452947_-549.83643,0.149567493,0.161691667,0.212748289,0.16677176,0.189994749,0.119226042
2111.1452947_150.16357,0.113060601,0.16290225,0.17039629,0.174746128,0.174163057,0.204731675
2111.1452947_250.16357,0.140202549,0.175257036,0.169446434,0.183739546,0.168361617,0.162992818
2111.1452947_350.16357,0.159791485,0.172190253,0.141873062,0.191221118,0.168000166,0.166923917
2111.1452947_450.16357,0.157244933,0.178344507,0.173343463,0.173914967,0.164593349,0.152558781
2111.1452947_50.16357,0.136343488,0.176279558,0.154533268,0.154264859,0.19111368,0.187465147
2111.1452947_550.16357,0.157574966,0.175655672,0.127607336,0.187705823,0.18481363,0.166642574
2111.1452947_650.16357,0.138098652,0.18509931,0.16415175,0.179813195,0.152527556,0.180309536
2111.1452947_750.16357,0.146528856,0.170838668,0.176847054,0.173737003,0.180007314,0.152041104
2111.1452947_850.16357,0.202066209,0.139915804,0.13269919,0.168897672,0.142890332,0.213530794
2111.1452947_950.16357,0.205865103,0.161917037,0.125254301,0.171678221,0.000812947,0.334472391
2211.1452947_-149.83643,0.148965941,0.172052365,0.209459328,0.164012297,0.182258363,0.123251706
2211.1452947_-249.83643,0.166436828,0.194147856,0.143760409,0.187793463,0.189415019,0.118446425
2211.1452947_-349.83643,0.12496967,0.169857118,0.141353914,0.159244666,0.172725776,0.231848855
2211.1452947_-449.83643,0.141637087,0.179039365,0.20997927,0.164259713,0.148024538,0.157060028
2211.1452947_-49.83643,0.148472589,0.174592148,0.202099566,0.169209541,0.140381372,0.165244784
2211.1452947_-549.83643,0.140535472,0.166890248,0.144328271,0.177704787,0.173153696,0.197387526
2211.1452947_150.16357,0.134315734,0.187726899,0.141687986,0.167318895,0.177672169,0.191278317
2211.1452947_250.16357,0.147103264,0.146689289,0.191718886,0.171251528,0.163286182,0.179950851
2211.1452947_350.16357,0.160972798,0.170268725,0.161472428,0.194875188,0.152730798,0.159680063
2211.1452947_450.16357,0.140130569,0.182142639,0.157051797,0.181571723,0.167046221,0.172057052
2211.1452947_50.16357,0.143678323,0.169399967,0.167347345,0.169060149,0.168797331,0.181716884
2211.1452947_550.16357,0.157358244,0.199111537,0.150288706,0.196266596,0.149731799,0.147243118
2211.1452947_650.16357,0.154758087,0.185536043,0.156473351,0.179572771,0.184642589,0.139017159
2211.1452947_750.16357,0.138581593,0.171181957,0.184383526,0.187832384,0.186450702,0.131569838
2211.1452947_850.16357,0.196635056,0.155747597,0.162390752,0.161548187,0.175343089,0.148335319
2211.1452947_950.16357,0.257125286,0.154290759,0.158536029,0.1627118,0.14551442,0.121821706
2311.1452947_-149.83643,0.123118341,0.156984358,0.233409695,0.174697619,0.198318807,0.11347118
2311.1452947_-249.83643,0.176471,0.164392798,0.21775945,0.160324326,0.139876972,0.141175454
2311.1452947_-349.83643,0.138419642,0.180627565,0.154497752,0.174401409,0.172614934,0.179438698
2311.1452947_-449.83643,0.150269445,0.170280862,0.157580868,0.173948749,0.157957418,0.189962658
2311.1452947_-49.83643,0.146993905,0.176278619,0.183631714,0.170782394,0.123321338,0.19899203
2311.1452947_-549.83643,0.13761192,0.158635028,0.208030717,0.166871315,0.116662752,0.212188268
2311.1452947_150.16357,0.167004224,0.205108097,0.210694037,0.177763736,0.129546457,0.109883448
2311.1452947_250.16357,0.152515801,0.170632183,0.167676684,0.170178551,0.15548207,0.183514711
2311.1452947_350.16357,0.141316324,0.169974918,0.138279227,0.167490378,0.185436326,0.197502827
2311.1452947_450.16357,0.167393782,0.169022879,0.091855934,0.188970431,0.161716008,0.221040966
2311.1452947_50.16357,0.138587723,0.169328672,0.168986509,0.155906677,0.167569215,0.199621204
2311.1452947_550.16357,0.160738985,0.187766016,0.145807811,0.197687295,0.179309709,0.128690184
2311.1452947_650.16357,0.152007533,0.17566912,0.141720489,0.194519233,0.188061868,0.148021756
2311.1452947_750.16357,0.147843785,0.169140591,0.130812413,0.199813355,0.177236555,0.175153301
2311.1452947_850.16357,0.155867328,0.171931973,0.189200823,0.178537892,0.139128805,0.165333179
2311.1452947_950.16357,0.168989772,0.169244908,0.181534975,0.198114952,0.15554421,0.126571183
2411.1452947_-149.83643,0.149880674,0.181315472,0.132418477,0.175586199,0.152897563,0.207901614
2411.1452947_-249.83643,0.160131896,0.184482611,0.193550687,0.170263048,0.122224321,0.169347436
2411.1452947_-349.83643,0.144030424,0.159655328,0.18374793,0.159271526,0.17408938,0.179205411
2411.1452947_-449.83643,0.144783189,0.189723276,0.155248805,0.142202617,0.179540968,0.188501144
2411.1452947_-49.83643,0.158460964,0.183289654,0.078217003,0.177474256,0.19337872,0.209179403
2411.1452947_-549.83643,0.195903729,0.157488649,0.204575952,0.158830181,0.146005433,0.137196056
2411.1452947_150.16357,0.155615759,0.170848816,0.155114876,0.158783605,0.138759626,0.220877319
2411.1452947_250.16357,0.14275609,0.167574458,0.142624401,0.165894474,0.178267382,0.202883195
2411.1452947_350.16357,0.184102892,0.199891527,0.11415958,0.207283362,0.159477309,0.135085329
2411.1452947_450.16357,0.156985184,0.155809456,0.234168587,0.177059405,0.168592614,0.107384755
2411.1452947_50.16357,0.150253408,0.190334234,0.129597328,0.162575314,0.144556573,0.222683143
2411.1452947_550.16357,0.155538197,0.196946228,0.165844442,0.21151702,0.159284706,0.110869407
2411.1452947_650.16357,0.160671219,0.149208475,0.172596697,0.167400624,0.182807975,0.16731501
2411.1452947_750.16357,0.149666343,0.176986308,0.110357916,0.192132451,0.18972265,0.181134333
2411.1452947_850.16357,0.150590485,0.175899058,0.1161931,0.181099975,0.186330347,0.189887035
2411.1452947_950.16357,0.157468383,0.170531053,0.218547143,0.189474294,0.191237365,0.072741762
911.1452947_-149.83643,0.159036968,0.151630411,0.189304254,0.150833733,0.12833107,0.220863563
911.1452947_-249.83643,0.159864087,0.173891984,0.183980189,0.155355612,0.144410739,0.182497389
911.1452947_-349.83643,0.135057827,0.192436831,0.196619581,0.141589822,0.153685611,0.180610327
911.1452947_-449.83643,0.159250158,0.185365502,0.165674151,0.145713714,0.103721728,0.240274748
911.1452947_-49.83643,0.148182779,0.185826506,0.200528576,0.178611725,0.165633653,0.121216761
911.1452947_-549.83643,0.156946562,0.179022163,0.151402367,0.164487879,0.181614306,0.166526722
911.1452947_150.16357,0.141307519,0.170352466,0.175394812,0.16376898,0.167516967,0.181659257
911.1452947_250.16357,0.131761038,0.171754849,0.1502333,0.166265484,0.160201379,0.219783951
911.1452947_350.16357,0.137024607,0.159025489,0.190978323,0.184709553,0.16678587,0.161476157
911.1452947_450.16357,0.170135075,0.161627817,0.207839841,0.166452161,0.162254039,0.131691067
911.1452947_50.16357,0.14020593,0.173111646,0.148600023,0.177949361,0.182267577,0.177865464
911.1452947_550.16357,0.136357322,0.150493612,0.177981872,0.167939749,0.183140158,0.184087288
911.1452947_650.16357,0.162641369,0.173081402,0.188441432,0.174765635,0.163580076,0.137490085
911.1452947_750.16357,0.154880539,0.161311675,0.147147382,0.176444232,0.18681503,0.173401142
911.1452947_850.16357,0.176863351,0.161322728,0.115058433,0.211656637,0.21408491,0.121013941
911.1452947_950.16357,0.148666539,0.183506117,0.14928842,0.193662863,0.212753237,0.112122824
-1858.421126_-1496.041291,0.207467182,0.190751485,0.180706274,0.222012641,0.049038747,0.15002367
-1858.421126_-1596.041291,0.183201993,0.175350392,0.189374946,0.179365222,0.123817515,0.148889931
-1858.421126_-1696.041291,0.197514514,0.169536646,0.214588897,0.166494393,0.123370149,0.128495402
-1858.421126_-1796.041291,0.147557082,0.150057809,0.212837349,0.190868614,0.101709191,0.196969955
-1858.421126_-1896.041291,0.146578571,0.17882293,0.166043801,0.181719609,0.130561528,0.196273562
-1858.421126_-1996.041291,0.180262753,0.172507181,0.193161723,0.185693468,0.149474305,0.11890057
-1858.421126_-2096.041291,0.169681394,0.184215759,0.151106708,0.176240425,0.182643615,0.1361121
-1858.421126_-2196.041291,0.155214498,0.184030682,0.178616991,0.163169526,0.156954159,0.162014144
-1858.421126_-2296.041291,0.171643613,0.188392199,0.197160493,0.162146782,0.147170995,0.133485918
-1858.421126_-2396.041291,0.148712545,0.144089162,0.190594094,0.15082652,0.15112,0.214657678
-1858.421126_-2496.041291,0.126589842,0.157452026,0.218183452,0.143862879,0.137881088,0.216030713
-1858.421126_-2596.041291,0.165095964,0.153725915,0.192179359,0.166260492,0.145283414,0.177454856
-1858.421126_-2696.041291,0.179104349,0.189241315,0.245543999,0.170470761,0.154352474,0.061287102
-1858.421126_-2796.041291,0.168820228,0.172672575,0.22363062,0.180365051,0.160283814,0.094227712
-1858.421126_-2896.041291,0.169154062,0.192107615,0.142790891,0.166177751,0.159322355,0.170447326
-1858.421126_-2996.041291,0.156465967,0.154413379,0.170083512,0.132376315,0.172492962,0.214167865
-1958.421126_-1496.041291,0.174350614,0.193855036,0.15126481,0.180296714,0.127230323,0.173002503
-1958.421126_-1596.041291,0.224964466,0.158547922,0.070666157,0.167128936,0.16889816,0.209794359
-1958.421126_-1696.041291,0.240156663,0.189983655,0.163665028,0.140823783,0.109937162,0.155433709
-1958.421126_-1796.041291,0.178010841,0.133272368,0.204438475,0.122117866,0.090893889,0.271266561
-1958.421126_-1896.041291,0.152167258,0.159513913,0.208872286,0.148907092,0.143174396,0.187365055
-1958.421126_-1996.041291,0.142555189,0.171097962,0.211945116,0.139843362,0.202608629,0.131949742
-1958.421126_-2096.041291,0.142480324,0.167034656,0.210459457,0.183617713,0.118676751,0.1777311
-1958.421126_-2196.041291,0.164180995,0.18636726,0.102067585,0.188574923,0.176888052,0.181921185
-1958.421126_-2296.041291,0.167094286,0.210403066,0.11554742,0.190124326,0.169032632,0.147798271
-1958.421126_-2396.041291,0.159423423,0.177874971,0.159138457,0.187033919,0.158531693,0.157997537
-1958.421126_-2496.041291,0.178216982,0.154276488,0.180324294,0.196099635,0.117919662,0.173162938
-1958.421126_-2596.041291,0.143698096,0.162893246,0.160686104,0.154457828,0.171279194,0.206985531
-1958.421126_-2696.041291,0.15821771,0.168707958,0.186790899,0.153991563,0.165424103,0.166867767
-1958.421126_-2796.041291,0.143255333,0.132891197,0.16911631,0.155653846,0.187871676,0.211211638
-1958.421126_-2896.041291,0.174128282,0.175148911,0.200493269,0.125157314,0.151628674,0.17344355
-1958.421126_-2996.041291,0.145419033,0.170280686,0.161761879,0.160485644,0.175581462,0.186471296
-2058.421126_-1496.041291,0.183304187,0.16362369,0.121293624,0.198389261,0.169799127,0.16359011
-2058.421126_-1596.041291,0.353675876,0.296643521,0.001363635,0.114648451,0.055903001,0.177765516
-2058.421126_-1696.041291,0.193746952,0.157642248,0.145892083,0.137258665,0.097468133,0.267991918
-2058.421126_-1796.041291,0.208904653,0.165638658,0.106295247,0.220999463,0.176617148,0.12154483
-2058.421126_-1896.041291,0.160058099,0.170160892,0.186486456,0.177729264,0.159660779,0.14590451
-2058.421126_-1996.041291,0.162730189,0.186323751,0.182556378,0.174182993,0.144053779,0.15015291
-2058.421126_-2096.041291,0.137489661,0.145846584,0.189136519,0.171416531,0.163596593,0.192514111
-2058.421126_-2196.041291,0.129512022,0.158165966,0.140670199,0.171582765,0.139079626,0.260989422
-2058.421126_-2296.041291,0.167698139,0.201787512,0.09793052,0.213200163,0.181196443,0.138187222
-2058.421126_-2396.041291,0.135612605,0.178175765,0.132016026,0.170810211,0.151878985,0.231506407
-2058.421126_-2496.041291,0.171278551,0.197555681,0.15772014,0.157317807,0.163624269,0.152503551
-2058.421126_-2596.041291,0.13818068,0.173405565,0.137544608,0.16744863,0.173848987,0.20957153
