,cell_ID,OD,Microglia,Endothelial,Astrocyte,Inhibitory,Excitatory
2311.1452947_650.16357,2311.1452947_650.16357,0,0.570072098,0,0,0.429927902,0
2311.1452947_750.16357,2311.1452947_750.16357,0,0.697303142,0,0,0.302696858,0
2311.1452947_850.16357,2311.1452947_850.16357,0,0,0.885680091,0,0.114319909,0
2311.1452947_950.16357,2311.1452947_950.16357,0,0,0,0,0,1
2411.1452947_-149.83643,2411.1452947_-149.83643,0,0.359312265,0,0,0.640687735,0
2411.1452947_-249.83643,2411.1452947_-249.83643,0,0,1,0,0,0
2411.1452947_-349.83643,2411.1452947_-349.83643,0,0.246733356,0,0,0.753266644,0
2411.1452947_-449.83643,2411.1452947_-449.83643,0,0,0,0,1,0
2411.1452947_-49.83643,2411.1452947_-49.83643,0,0,0.838463422,0.161536578,0,0
2411.1452947_-549.83643,2411.1452947_-549.83643,0,0,0,0.96969425,0.03030575,0
2411.1452947_150.16357,2411.1452947_150.16357,0,0,1,0,0,0
2411.1452947_250.16357,2411.1452947_250.16357,0,0.440108832,0,0,0.559891168,0
2411.1452947_350.16357,2411.1452947_350.16357,0.474408676,0,0,0,0.525591324,0
2411.1452947_450.16357,2411.1452947_450.16357,0,0.110994586,0,0,0.889005414,0
2411.1452947_50.16357,2411.1452947_50.16357,0.630620278,0,0,0,0.369379722,0
2411.1452947_550.16357,2411.1452947_550.16357,0,0.724098739,0,0,0.275901261,0
2411.1452947_650.16357,2411.1452947_650.16357,0.420001108,0,0,0,0.579998892,0
2411.1452947_750.16357,2411.1452947_750.16357,0,0.39798378,0,0,0.60201622,0
2411.1452947_850.16357,2411.1452947_850.16357,0,0.64332712,0,0,0.35667288,0
2411.1452947_950.16357,2411.1452947_950.16357,0,0.311645854,0,0,0.688354146,0
911.1452947_-149.83643,911.1452947_-149.83643,0,0,0,0.62226338,0.37773662,0
911.1452947_-249.83643,911.1452947_-249.83643,0,0,0,0,0.442696548,0.557303452
911.1452947_-349.83643,911.1452947_-349.83643,0,0.524830009,0,0,0.475169991,0
911.1452947_-449.83643,911.1452947_-449.83643,0,0,0,0.518395401,0.481604599,0
911.1452947_-49.83643,911.1452947_-49.83643,0,0.342505748,0,0,0.657494252,0
911.1452947_-549.83643,911.1452947_-549.83643,0,0,0,0,1,0
911.1452947_150.16357,911.1452947_150.16357,0,0.206785385,0,0,0.793214615,0
911.1452947_250.16357,911.1452947_250.16357,0,0.342082071,0,0,0.657917929,0
911.1452947_350.16357,911.1452947_350.16357,0,0.189648578,0,0,0.810351422,0
911.1452947_450.16357,911.1452947_450.16357,0,0,0,0,0.496175708,0.503824292
911.1452947_50.16357,911.1452947_50.16357,0,0.307210616,0,0,0.692789384,0
911.1452947_550.16357,911.1452947_550.16357,0,0.277495401,0,0,0.722504599,0
911.1452947_650.16357,911.1452947_650.16357,0,0,0.682908958,0,0.317091042,0
911.1452947_750.16357,911.1452947_750.16357,0.071710018,0.456127536,0,0,0.472162447,0
911.1452947_850.16357,911.1452947_850.16357,0.29497276,0,0,0,0.70502724,0
911.1452947_950.16357,911.1452947_950.16357,0,0.271178105,0,0,0.728821895,0
-1858.421126_-1496.041291,-1858.421126_-1496.041291,0,0,0.718502606,0.281497394,0,0
-1858.421126_-1596.041291,-1858.421126_-1596.041291,0,0,0.248377494,0.751622506,0,0
-1858.421126_-1696.041291,-1858.421126_-1696.041291,0,0,2.35E-05,0.999326188,0.000650322,0
-1858.421126_-1796.041291,-1858.421126_-1796.041291,0,0.486492365,0,0,0.513507635,0
-1858.421126_-1896.041291,-1858.421126_-1896.041291,0,0.280757294,0,0,0.719242706,0
-1858.421126_-1996.041291,-1858.421126_-1996.041291,0,0.65384844,0,0,0.34615156,0
-1858.421126_-2096.041291,-1858.421126_-2096.041291,0,0,1,0,0,0
-1858.421126_-2196.041291,-1858.421126_-2196.041291,0,0.752033546,0,0,0.247966454,0
-1858.421126_-2296.041291,-1858.421126_-2296.041291,0,0.367377654,0,0,0.632622346,0
-1858.421126_-2396.041291,-1858.421126_-2396.041291,0,0.413166712,0,0,0.586833288,0
-1858.421126_-2496.041291,-1858.421126_-2496.041291,0,0.142947071,0,0,0.857052929,0
-1858.421126_-2596.041291,-1858.421126_-2596.041291,0,0.0459148,0,0.301272463,0,0.652812737
-1858.421126_-2696.041291,-1858.421126_-2696.041291,0,0,0,0.43639339,0.56360661,0
-1858.421126_-2796.041291,-1858.421126_-2796.041291,0,0,0,0,0,1
-1858.421126_-2896.041291,-1858.421126_-2896.041291,0.550371728,0,0,0,0.449628272,0
-1858.421126_-2996.041291,-1858.421126_-2996.041291,0,0,0,0,1,0
-1958.421126_-1496.041291,-1958.421126_-1496.041291,0,0,0,0.085826624,0,0.914173376
-1958.421126_-1596.041291,-1958.421126_-1596.041291,0,0,0,1,0,0
-1958.421126_-1696.041291,-1958.421126_-1696.041291,0,0,0,1,0,0
-1958.421126_-1796.041291,-1958.421126_-1796.041291,0,0,0,0.94326582,0.05673418,0
-1958.421126_-1896.041291,-1958.421126_-1896.041291,0,0,0,0,1,0
-1958.421126_-1996.041291,-1958.421126_-1996.041291,0,0.171071048,0,0,0.828928952,0
-1958.421126_-2096.041291,-1958.421126_-2096.041291,0,0.236125002,0,0,0.763874998,0
-1958.421126_-2196.041291,-1958.421126_-2196.041291,0.253764341,0,0,0,0.746235659,0
-1958.421126_-2296.041291,-1958.421126_-2296.041291,0,0.413040463,0,0,0.586959537,0
-1958.421126_-2396.041291,-1958.421126_-2396.041291,0.614611509,0,0,0,0.385388491,0
-1958.421126_-2496.041291,-1958.421126_-2496.041291,0,0,0,0.541535715,0.458464285,0
-1958.421126_-2596.041291,-1958.421126_-2596.041291,0,0,0,0,1,0
-1958.421126_-2696.041291,-1958.421126_-2696.041291,0,0,0,0,1,0
-1958.421126_-2796.041291,-1958.421126_-2796.041291,0,0,0,0,1,0
-1958.421126_-2896.041291,-1958.421126_-2896.041291,0,0,0.846372882,0,0.153627118,0
-1958.421126_-2996.041291,-1958.421126_-2996.041291,0,0.151708064,0,0,0.848291936,0
-2058.421126_-1496.041291,-2058.421126_-1496.041291,0,0.332652884,0,0.459992256,0,0.20735486
-2058.421126_-1596.041291,-2058.421126_-1596.041291,0,0,0,1,0,0
-2058.421126_-1696.041291,-2058.421126_-1696.041291,0,0,0,1,0,0
-2058.421126_-1796.041291,-2058.421126_-1796.041291,0,0,0.684782606,0.315217394,0,0
-2058.421126_-1896.041291,-2058.421126_-1896.041291,0,0.046921526,0,0.83399308,0,0.119085394
-2058.421126_-1996.041291,-2058.421126_-1996.041291,0,0.570916141,0,0,0.429083859,0
-2058.421126_-2096.041291,-2058.421126_-2096.041291,0,0,0,0,1,0
-2058.421126_-2196.041291,-2058.421126_-2196.041291,0,0.345475191,0,0,0.654524809,0
-2058.421126_-2296.041291,-2058.421126_-2296.041291,0,0.425057682,0,0,0.574942318,0
-2058.421126_-2396.041291,-2058.421126_-2396.041291,0,0,0.16201892,0,0.83798108,0
-2058.421126_-2496.041291,-2058.421126_-2496.041291,0.456260506,0,0,0,0.543739494,0
-2058.421126_-2596.041291,-2058.421126_-2596.041291,0,0.364903313,0,0,0.635096687,0
-2058.421126_-2696.041291,-2058.421126_-2696.041291,0,0.825350626,0,0,0.174649374,0
-2058.421126_-2796.041291,-2058.421126_-2796.041291,0,0,1,0,0,0
-2058.421126_-2896.041291,-2058.421126_-2896.041291,0,0.618447354,0,0,0.381552646,0
-2058.421126_-2996.041291,-2058.421126_-2996.041291,0.077065097,0,0,0,0.922934903,0
-2158.421126_-1496.041291,-2158.421126_-1496.041291,0,0,0,0,1,0
-2158.421126_-1596.041291,-2158.421126_-1596.041291,0,0,0,0,1,0
-2158.421126_-1696.041291,-2158.421126_-1696.041291,0,0,2.31E-05,0.999976896,0,0
-2158.421126_-1796.041291,-2158.421126_-1796.041291,0,0,0,0,1,0
-2158.421126_-1896.041291,-2158.421126_-1896.041291,0,0,0.519906041,0.24760042,0.232493538,0
-2158.421126_-1996.041291,-2158.421126_-1996.041291,0.675536211,0,0,0,0.324463789,0
-2158.421126_-2096.041291,-2158.421126_-2096.041291,0,0.550528066,0,0,0.449471934,0
-2158.421126_-2196.041291,-2158.421126_-2196.041291,0.551795728,0,0,0,0.448204272,0
-2158.421126_-2296.041291,-2158.421126_-2296.041291,0,0.623059627,0,0,0.376940373,0
-2158.421126_-2396.041291,-2158.421126_-2396.041291,0,0,0,0,1,0
-2158.421126_-2496.041291,-2158.421126_-2496.041291,0.876940967,0,1.66E-20,0,0.123059033,0
-2158.421126_-2596.041291,-2158.421126_-2596.041291,0,0.37698918,0,0,0.62301082,0
-2158.421126_-2696.041291,-2158.421126_-2696.041291,0.423643169,0,0,0,0.576356831,0
-2158.421126_-2796.041291,-2158.421126_-2796.041291,0,0.535337745,0,0,0.464662255,0
-2158.421126_-2896.041291,-2158.421126_-2896.041291,0,0.247180109,0,0,0.752819891,0
-2158.421126_-2996.041291,-2158.421126_-2996.041291,0,0.222581056,0,0,0.777418944,0
-2258.421126_-1496.041291,-2258.421126_-1496.041291,0,0.259267455,0,0,0.740732545,0
-2258.421126_-1596.041291,-2258.421126_-1596.041291,0,0,0,0.368324484,0.631675516,0
-2258.421126_-1696.041291,-2258.421126_-1696.041291,0.120707933,0,0,0,0.879292067,0
-2258.421126_-1796.041291,-2258.421126_-1796.041291,0.024095457,0,0,0,0.975904543,0
-2258.421126_-1896.041291,-2258.421126_-1896.041291,0,0,1,0,0,0
-2258.421126_-1996.041291,-2258.421126_-1996.041291,0,0.508024662,0,0,0.491975338,0
-2258.421126_-2096.041291,-2258.421126_-2096.041291,0.605085163,0,0,0,0.394914837,0
-2258.421126_-2196.041291,-2258.421126_-2196.041291,0,0,0,0,0.128084402,0.871915598
-2258.421126_-2296.041291,-2258.421126_-2296.041291,0,0.405049869,0,0,0.594950131,0
-2258.421126_-2396.041291,-2258.421126_-2396.041291,0,0,0,0,1,0
-2258.421126_-2496.041291,-2258.421126_-2496.041291,0,0.09375373,0,0,0.90624627,0
-2258.421126_-2596.041291,-2258.421126_-2596.041291,0,0.446838317,0,0,0.553161683,0
-2258.421126_-2696.041291,-2258.421126_-2696.041291,0,0.193715888,0,0,0.806284112,0
-2258.421126_-2796.041291,-2258.421126_-2796.041291,0,0.294577821,0,0,0.705422179,0
-2258.421126_-2896.041291,-2258.421126_-2896.041291,0,0.442842553,0,0,0.557157447,0
-2258.421126_-2996.041291,-2258.421126_-2996.041291,0,0.153655044,0,0,0.846344956,0
-2358.421126_-1496.041291,-2358.421126_-1496.041291,0,0.67574613,0,0,0.32425387,0
-2358.421126_-1596.041291,-2358.421126_-1596.041291,0,0.514439544,0,0,0.485560456,0
-2358.421126_-1696.041291,-2358.421126_-1696.041291,0,0.878783902,0,0,0,0.121216098
-2358.421126_-1796.041291,-2358.421126_-1796.041291,0,0,0,0,1,0
-2358.421126_-1896.041291,-2358.421126_-1896.041291,0,0,0,0,1,0
-2358.421126_-1996.041291,-2358.421126_-1996.041291,0,0.635785701,0,0,0.364214299,0
-2358.421126_-2096.041291,-2358.421126_-2096.041291,0,0.26316987,0,0,0.73683013,0
-2358.421126_-2196.041291,-2358.421126_-2196.041291,0.844244529,0,0,0,0.155755471,0
-2358.421126_-2296.041291,-2358.421126_-2296.041291,0,0.354299532,0,0,0.645700468,0
-2358.421126_-2396.041291,-2358.421126_-2396.041291,0,0.197498852,0,0,0.802501148,0
-2358.421126_-2496.041291,-2358.421126_-2496.041291,0,0.494236523,0,0,0.505763477,0
-2358.421126_-2596.041291,-2358.421126_-2596.041291,0,0,0,0,1,0
-2358.421126_-2696.041291,-2358.421126_-2696.041291,0,0.240172765,0,0,0.759827235,0
-2358.421126_-2796.041291,-2358.421126_-2796.041291,0,0.377411108,0,0,0.622588892,0
-2358.421126_-2896.041291,-2358.421126_-2896.041291,0,0.342247679,0,0,0.657752321,0
-2358.421126_-2996.041291,-2358.421126_-2996.041291,0,0,0,0,1,0
-2458.421126_-1496.041291,-2458.421126_-1496.041291,0,0.36797044,0,0,0.63202956,0
-2458.421126_-1596.041291,-2458.421126_-1596.041291,0,0.365048381,0,0,0.634951619,0
-2458.421126_-1696.041291,-2458.421126_-1696.041291,0,0.088057865,0,0,0.911942135,0
-2458.421126_-1796.041291,-2458.421126_-1796.041291,0,0,0,0,1,0
-2458.421126_-1896.041291,-2458.421126_-1896.041291,0,0.229004879,0,0,0.770995121,0
-2458.421126_-1996.041291,-2458.421126_-1996.041291,0,0.266395417,0,0,0.733604583,0
-2458.421126_-2096.041291,-2458.421126_-2096.041291,0,0.182511473,0,0,0.817488527,0
-2458.421126_-2196.041291,-2458.421126_-2196.041291,0,0.227441829,0,0,0.772558171,0
-2458.421126_-2296.041291,-2458.421126_-2296.041291,0,0.269990149,0,0,0.730009851,0
-2458.421126_-2396.041291,-2458.421126_-2396.041291,0,0.057948527,0,0,0.942051473,0
-2458.421126_-2496.041291,-2458.421126_-2496.041291,0.531414824,0,0,0,0.468585176,0
-2458.421126_-2596.041291,-2458.421126_-2596.041291,0,0.058198475,0,0,0.941801525,0
-2458.421126_-2696.041291,-2458.421126_-2696.041291,0,0.333020649,0,0,0.666979351,0
-2458.421126_-2796.041291,-2458.421126_-2796.041291,0,0.30404056,0,0,0.69595944,0
-2458.421126_-2896.041291,-2458.421126_-2896.041291,0,0.282872563,0,0,0.717127437,0
-2458.421126_-2996.041291,-2458.421126_-2996.041291,0,0,0,0.668075544,0.331924456,0
-2558.421126_-1496.041291,-2558.421126_-1496.041291,0,0,0,0,1,0
-2558.421126_-1596.041291,-2558.421126_-1596.041291,0,0,0,0,1,0
-2558.421126_-1696.041291,-2558.421126_-1696.041291,0,0,0,0,1,0
-2558.421126_-1796.041291,-2558.421126_-1796.041291,0,0,0,0,1,0
-2558.421126_-1896.041291,-2558.421126_-1896.041291,0,0,0,0,1,0
-2558.421126_-1996.041291,-2558.421126_-1996.041291,0,0.105270218,0,0,0.894729782,0
-2558.421126_-2096.041291,-2558.421126_-2096.041291,0,0.623800367,0,0,0.376199633,0
-2558.421126_-2196.041291,-2558.421126_-2196.041291,0,0.439576585,0,0,0.560423415,0
-2558.421126_-2296.041291,-2558.421126_-2296.041291,0,0.087505578,0,0,0.912494422,0
-2558.421126_-2396.041291,-2558.421126_-2396.041291,0,0,0,0,1,0
-2558.421126_-2496.041291,-2558.421126_-2496.041291,0,0.679856027,0,0,0,0.320143973
-2558.421126_-2596.041291,-2558.421126_-2596.041291,0,0.408832693,0,0,0.591167307,0
-2558.421126_-2696.041291,-2558.421126_-2696.041291,0.143529666,0,0,0,0.856470334,0
-2558.421126_-2796.041291,-2558.421126_-2796.041291,0.224106927,0,0,0,0.775893073,0
-2558.421126_-2896.041291,-2558.421126_-2896.041291,0,0,0,0,1,0
-2558.421126_-2996.041291,-2558.421126_-2996.041291,0,0,0,0.770068647,0.229931353,0
-2658.421126_-1496.041291,-2658.421126_-1496.041291,0,0.36064277,0,0,0.63935723,0
-2658.421126_-1596.041291,-2658.421126_-1596.041291,0,0,0,0,1,0
-2658.421126_-1696.041291,-2658.421126_-1696.041291,0,0.144557638,0,0,0.855442362,0
-2658.421126_-1796.041291,-2658.421126_-1796.041291,0,0,0,0,1,0
-2658.421126_-1896.041291,-2658.421126_-1896.041291,0,0.054023482,0,0,0.945976518,0
-2658.421126_-1996.041291,-2658.421126_-1996.041291,0,0,0,0,1,0
-2658.421126_-2096.041291,-2658.421126_-2096.041291,0,0.193835878,0,0,0.806164122,0
-2658.421126_-2196.041291,-2658.421126_-2196.041291,0,0,0,0,1,0
-2658.421126_-2296.041291,-2658.421126_-2296.041291,0,0.242869103,0,0,0.757130897,0
-2658.421126_-2396.041291,-2658.421126_-2396.041291,0,0.035261383,0,0,0.964738617,0
-2658.421126_-2496.041291,-2658.421126_-2496.041291,0,0.216921046,0,0,0.783078954,0
-2658.421126_-2596.041291,-2658.421126_-2596.041291,0.382664523,0,0,0,0.617335477,0
-2658.421126_-2696.041291,-2658.421126_-2696.041291,0,0.402824023,0,0,0.597175977,0
-2658.421126_-2796.041291,-2658.421126_-2796.041291,0,0,0,0,1,0
-2658.421126_-2896.041291,-2658.421126_-2896.041291,0,0,0,0,1,0
-2658.421126_-2996.041291,-2658.421126_-2996.041291,0,0,0,1,0,0
-2758.421126_-1496.041291,-2758.421126_-1496.041291,0.264704983,0,0,0,0.735295017,0
-2758.421126_-1596.041291,-2758.421126_-1596.041291,0,0.588189756,0,0,0.411810244,0
-2758.421126_-1696.041291,-2758.421126_-1696.041291,0,0,0,0,1,0
-2758.421126_-1796.041291,-2758.421126_-1796.041291,0,0.126282472,0,0,0.873717528,0
-2758.421126_-1896.041291,-2758.421126_-1896.041291,0,0,0,0,1,0
-2758.421126_-1996.041291,-2758.421126_-1996.041291,0.184836245,0,0,0,0.815163755,0
-2758.421126_-2096.041291,-2758.421126_-2096.041291,0,0.365671378,0,0,0.634328622,0
-2758.421126_-2196.041291,-2758.421126_-2196.041291,0,0.327203119,0,0,0.672796881,0
-2758.421126_-2296.041291,-2758.421126_-2296.041291,0,0.142279213,0,0,0.857720787,0
-2758.421126_-2396.041291,-2758.421126_-2396.041291,0,0,0,0,1,0
-2758.421126_-2496.041291,-2758.421126_-2496.041291,0,0.491100466,0,0,0.508899534,0
-2758.421126_-2596.041291,-2758.421126_-2596.041291,0,0.31363497,0,0,0.68636503,0
-2758.421126_-2696.041291,-2758.421126_-2696.041291,0,0.147640755,0,0,0.852359245,0
-2758.421126_-2796.041291,-2758.421126_-2796.041291,0,0,0,0,1,0
-2758.421126_-2896.041291,-2758.421126_-2896.041291,0,0.057848633,0,0,0.942151367,0
-2758.421126_-2996.041291,-2758.421126_-2996.041291,0,0,0,0.812186444,0.187813556,0
-2858.421126_-1496.041291,-2858.421126_-1496.041291,0,0.11658427,0,0,0.88341573,0
-2858.421126_-1596.041291,-2858.421126_-1596.041291,0,0.216542173,0,0,0.783457827,0
-2858.421126_-1696.041291,-2858.421126_-1696.041291,0,0,0,0,1,0
-2858.421126_-1796.041291,-2858.421126_-1796.041291,0,0.382229644,0,0,0.617770356,0
-2858.421126_-1896.041291,-2858.421126_-1896.041291,0,0.114371759,0,0,0.885628241,0
-2858.421126_-1996.041291,-2858.421126_-1996.041291,0.581919323,0,0,0,0.418080677,0
-2858.421126_-2096.041291,-2858.421126_-2096.041291,0,0.437411201,0,0,0.562588799,0
-2858.421126_-2196.041291,-2858.421126_-2196.041291,0,0.359888226,0,0,0.640111774,0
-2858.421126_-2296.041291,-2858.421126_-2296.041291,0,0,0.851936925,0,0.148063075,0
-2858.421126_-2396.041291,-2858.421126_-2396.041291,0,0.697754561,0,0,0.302245439,0
-2858.421126_-2496.041291,-2858.421126_-2496.041291,0,0.299693141,0,0,0.700306859,0
-2858.421126_-2596.041291,-2858.421126_-2596.041291,0.164596966,0,0,0,0.835403034,0
-2858.421126_-2696.041291,-2858.421126_-2696.041291,0.452278768,0,0,0,0.547721232,0
-2858.421126_-2796.041291,-2858.421126_-2796.041291,0,0.280217631,0,0,0.719782369,0
-2858.421126_-2896.041291,-2858.421126_-2896.041291,0,0.207496487,0,0,0.792503513,0
-2858.421126_-2996.041291,-2858.421126_-2996.041291,0,0,0,0,1,0
-2958.421126_-1496.041291,-2958.421126_-1496.041291,0,0,0,0,1,0
-2958.421126_-1596.041291,-2958.421126_-1596.041291,0,0.125246587,0,0,0.874753413,0
-2958.421126_-1696.041291,-2958.421126_-1696.041291,0,0,0,0,1,0
-2958.421126_-1796.041291,-2958.421126_-1796.041291,0,0,0.650350478,0,0.349649522,0
-2958.421126_-1896.041291,-2958.421126_-1896.041291,0.190578651,0,0,0,0.809421349,0
-2958.421126_-1996.041291,-2958.421126_-1996.041291,0.505187288,0,0,0,0.494812712,0
-2958.421126_-2096.041291,-2958.421126_-2096.041291,0,0.491891702,0,0,0.508108298,0
-2958.421126_-2196.041291,-2958.421126_-2196.041291,0.165389988,0.759843945,0,0,0.074766067,0
-2958.421126_-2296.041291,-2958.421126_-2296.041291,0,0.610702649,0,0,0.389297351,0
-2958.421126_-2396.041291,-2958.421126_-2396.041291,0,0.537648122,0,0,0.462351878,0
-2958.421126_-2496.041291,-2958.421126_-2496.041291,0,0.606336551,0,0,0.393663449,0
-2958.421126_-2596.041291,-2958.421126_-2596.041291,0,0.416112051,0,0,0.583887949,0
-2958.421126_-2696.041291,-2958.421126_-2696.041291,0,0.360018599,0,0,0.639981401,0
-2958.421126_-2796.041291,-2958.421126_-2796.041291,0,0.314972886,0,0,0.685027114,0
-2958.421126_-2896.041291,-2958.421126_-2896.041291,0,0,1,0,0,0
-2958.421126_-2996.041291,-2958.421126_-2996.041291,0,0,0,0,1,0
-3058.421126_-1496.041291,-3058.421126_-1496.041291,0,0,0,0,1,0
-3058.421126_-1596.041291,-3058.421126_-1596.041291,0,0,0,0.838363901,0.161636099,0
-3058.421126_-1696.041291,-3058.421126_-1696.041291,0,0,0,1,0,0
-3058.421126_-1796.041291,-3058.421126_-1796.041291,0,0,0,0.600470195,0.399529805,0
-3058.421126_-1896.041291,-3058.421126_-1896.041291,0,0.368967005,0,0,0.631032995,0
-3058.421126_-1996.041291,-3058.421126_-1996.041291,0,0.824802517,0,0,0.175197483,0
-3058.421126_-2096.041291,-3058.421126_-2096.041291,0,0.232722946,0,0,0.767277054,0
-3058.421126_-2196.041291,-3058.421126_-2196.041291,0.216076731,0,0,0,0.783923269,0
-3058.421126_-2296.041291,-3058.421126_-2296.041291,0,0,0,0,1,0
-3058.421126_-2396.041291,-3058.421126_-2396.041291,0.043202365,0,0,0,0.956797635,0
-3058.421126_-2496.041291,-3058.421126_-2496.041291,0,0.234739478,0,0,0.765260522,0
-3058.421126_-2596.041291,-3058.421126_-2596.041291,0.211452875,0,0,0,0.788547125,0
-3058.421126_-2696.041291,-3058.421126_-2696.041291,0,0,0,0,0.34168935,0.65831065
-3058.421126_-2796.041291,-3058.421126_-2796.041291,0,0.628854787,0,0,0.371145213,0
-3058.421126_-2896.041291,-3058.421126_-2896.041291,0,1,0,0,0,0
-3058.421126_-2996.041291,-3058.421126_-2996.041291,0,0.525725106,0,0,0.474274894,0
-3158.421126_-1496.041291,-3158.421126_-1496.041291,0,0,0,0.845473831,0.154526169,0
-3158.421126_-1596.041291,-3158.421126_-1596.041291,0,0,0,1,0,0
-3158.421126_-1696.041291,-3158.421126_-1696.041291,0,0,0,1,0,0
-3158.421126_-1796.041291,-3158.421126_-1796.041291,0,0,0,0,1,0
-3158.421126_-1896.041291,-3158.421126_-1896.041291,0,0.222616945,0,0,0.777383055,0
-3158.421126_-1996.041291,-3158.421126_-1996.041291,0.213514693,0,0,0,0.786485307,0
-3158.421126_-2096.041291,-3158.421126_-2096.041291,0,0.293208196,0,0,0.706791804,0
-3158.421126_-2196.041291,-3158.421126_-2196.041291,0,0.188511206,0,0,0.811488794,0
-3158.421126_-2296.041291,-3158.421126_-2296.041291,0,0.56200552,0,0,0.43799448,0
-3158.421126_-2396.041291,-3158.421126_-2396.041291,0,0.558798111,0,0,0,0.441201889
-3158.421126_-2496.041291,-3158.421126_-2496.041291,0,0,0,0,1,0
-3158.421126_-2596.041291,-3158.421126_-2596.041291,0,0,0.602145942,0,0.397854058,0
-3158.421126_-2696.041291,-3158.421126_-2696.041291,0,0.349202822,0,0,0.650797178,0
-3158.421126_-2796.041291,-3158.421126_-2796.041291,0,0,0,1,0,0
-3158.421126_-2896.041291,-3158.421126_-2896.041291,0,0.374319466,0,0,0.625680534,0
-3158.421126_-2996.041291,-3158.421126_-2996.041291,0,0.279976565,0,0,0.720023435,0
-3258.421126_-1496.041291,-3258.421126_-1496.041291,0,0,0,0.170871644,0.829128356,0
